Host Country,Year,Age,Primary %,Secondary %,Tertiary %,COB
EU-28,'12,30 to 34,20.6,42.1,37.3,EU-28
EU-28,'12,30 to 34,35.9,32.1,32,Extra-EU-28
EU-28,'12,30 to 34,30.7,36.9,32.4,Foreign country
EU-28,'12,30 to 34,16.6,46.7,36.7,Reporting country
EU-28,'12,30 to 34,18.8,45.2,36,Total
EU-28,'13,25 to 54,24,41.9,34.1,EU-28
EU-28,'13,25 to 54,36.8,33.7,29.5,Extra-EU-28
EU-28,'13,25 to 54,32.7,38,29.3,Foreign country
EU-28,'13,25 to 54,20.3,48.5,31.2,Reporting country
EU-28,'13,25 to 54,22,47.1,30.9,Total
EU-28,'13,30 to 34,20.2,41.3,38.5,EU-28
EU-28,'13,30 to 34,34.6,32.7,32.7,Extra-EU-28
EU-28,'13,30 to 34,29.6,37,33.4,Foreign country
EU-28,'13,30 to 34,15.7,46.5,37.8,Reporting country
EU-28,'13,30 to 34,17.9,45,37.1,Total
EU-28,'14,25 to 54,22.4,41.9,35.8,EU-28
EU-28,'14,25 to 54,35.7,33.7,30.6,Extra-EU-28
EU-28,'14,25 to 54,31.5,38.3,30.2,Foreign country
EU-28,'14,25 to 54,19.7,48.3,32,Reporting country
EU-28,'14,25 to 54,21.3,47,31.7,Total
EU-28,'14,30 to 34,17.2,42.1,40.8,EU-28
EU-28,'14,30 to 34,34.2,32.9,32.9,Extra-EU-28
EU-28,'14,30 to 34,28,37.7,34.3,Foreign country
EU-28,'14,30 to 34,15.2,46.2,38.6,Reporting country
EU-28,'14,30 to 34,17.2,44.9,37.9,Total
EU-28,'15,25 to 54,21.6,41.6,36.7,EU-28
EU-28,'15,25 to 54,35.5,33.2,31.3,Extra-EU-28
EU-28,'15,25 to 54,31.3,37.8,30.9,Foreign country
EU-28,'15,25 to 54,19.1,48,32.9,Reporting country
EU-28,'15,25 to 54,20.8,46.5,32.7,Total
EU-28,'15,30 to 34,18,42.4,39.6,EU-28
EU-28,'15,30 to 34,33.1,32.1,34.8,Extra-EU-28
EU-28,'15,30 to 34,27.7,37.3,35,Foreign country
EU-28,'15,30 to 34,15.1,45.5,39.4,Reporting country
EU-28,'15,30 to 34,17.2,44.1,38.7,Total
EU-28,'16,25 to 54,21,40.6,38.4,EU-28
EU-28,'16,25 to 54,35.5,33,31.5,Extra-EU-28
EU-28,'16,25 to 54,31.1,37.2,31.7,Foreign country
EU-28,'16,25 to 54,18.6,47.7,33.6,Reporting country
EU-28,'16,25 to 54,20.5,46.2,33.4,Total
EU-28,'16,30 to 34,18.5,41.4,40.1,EU-28
EU-28,'16,30 to 34,33.9,31.3,34.9,Extra-EU-28
EU-28,'16,30 to 34,28.4,36.3,35.3,Foreign country
EU-28,'16,30 to 34,14.8,45.2,39.9,Reporting country
EU-28,'16,30 to 34,17.2,43.7,39.1,Total
Estonia,'06,25 to 54,0,48.5,46.9,EU-28
Estonia,'06,25 to 54,3,59.7,37.3,Extra-EU-28
Estonia,'06,25 to 54,3.1,59.1,37.8,Foreign country
Estonia,'06,25 to 54,10.5,55.3,34.1,Reporting country
Estonia,'06,30 to 34,0,52.5,43.3,Extra-EU-28
Estonia,'06,30 to 34,0,59.1,36.7,Foreign country
Estonia,'06,30 to 34,11.4,56.3,32.3,Reporting country
Estonia,'07,25 to 54,0,52.1,43,EU-28
Estonia,'07,25 to 54,3.1,60.4,36.6,Extra-EU-28
Estonia,'07,25 to 54,3.1,60,36.8,Foreign country
Estonia,'07,25 to 54,10.1,55.7,34.3,Reporting country
Estonia,'07,30 to 34,0,71.1,0,Extra-EU-28
Estonia,'07,30 to 34,0,71.1,0,Foreign country
Estonia,'07,30 to 34,11.9,53.8,34.2,Reporting country
Estonia,'08,25 to 54,0,44.2,55.8,EU-28
Estonia,'08,25 to 54,3.8,59.3,36.9,Extra-EU-28
Estonia,'08,25 to 54,3.6,58.6,37.9,Foreign country
Estonia,'08,25 to 54,11,54.5,34.5,Reporting country
Estonia,'08,30 to 34,0,61.8,26.7,Extra-EU-28
Estonia,'08,30 to 34,0,57.3,32.4,Foreign country
Estonia,'08,30 to 34,14.5,51,34.5,Reporting country
Estonia,'09,25 to 54,0,45.7,53.4,EU-28
Estonia,'09,25 to 54,3.7,55.5,40.7,Extra-EU-28
Estonia,'09,25 to 54,3.6,55,41.4,Foreign country
Estonia,'09,25 to 54,10.4,53.2,36.5,Reporting country
Estonia,'09,30 to 34,0,47.6,43,Extra-EU-28
Estonia,'09,30 to 34,0,46.8,44.6,Foreign country
Estonia,'09,30 to 34,15.4,48.7,35.9,Reporting country
Estonia,'10,25 to 54,0,0,61.7,EU-28
Estonia,'10,25 to 54,0,57.1,40.8,Extra-EU-28
Estonia,'10,25 to 54,2.5,55.3,42.2,Foreign country
Estonia,'10,25 to 54,10.3,53.4,36.2,Reporting country
Estonia,'10,25 to 54,9.4,53.6,36.9,Total
Estonia,'10,30 to 34,0,0,57.6,Extra-EU-28
Estonia,'10,30 to 34,0,35.7,56.6,Foreign country
Estonia,'10,30 to 34,13.4,47.1,39.5,Reporting country
Estonia,'10,30 to 34,13.1,46.6,40.2,Total
Estonia,'11,25 to 54,0,36.6,55.3,EU-28
Estonia,'11,25 to 54,4.3,58.8,36.9,Extra-EU-28
Estonia,'11,25 to 54,4.6,57.2,38.2,Foreign country
Estonia,'11,25 to 54,10.9,51.8,37.2,Reporting country
Estonia,'11,25 to 54,10.2,52.4,37.3,Total
Estonia,'11,30 to 34,0,0,56.2,Extra-EU-28
Estonia,'11,30 to 34,0,0,56.5,Foreign country
Estonia,'11,30 to 34,13.7,46.7,39.7,Reporting country
Estonia,'11,30 to 34,13.7,46,40.2,Total
Estonia,'12,25 to 54,0,0,70.3,EU-28
Estonia,'12,25 to 54,5.4,52,42.6,Extra-EU-28
Estonia,'12,25 to 54,5.2,50.7,44.1,Foreign country
Estonia,'12,25 to 54,10,52.5,37.4,Reporting country
Estonia,'12,25 to 54,9.5,52.3,38.2,Total
Estonia,'12,30 to 34,0,51.5,33.4,Extra-EU-28
Estonia,'12,30 to 34,0,49.5,36,Foreign country
Estonia,'12,30 to 34,13.8,46.6,39.6,Reporting country
Estonia,'12,30 to 34,13.9,46.7,39.5,Total
Estonia,'13,25 to 54,0,0,72.7,EU-28
Estonia,'13,25 to 54,5.9,50.3,43.9,Extra-EU-28
Estonia,'13,25 to 54,5.6,48.6,45.8,Foreign country
Estonia,'13,25 to 54,9.7,53.1,37.2,Reporting country
Estonia,'13,25 to 54,9.3,52.7,38.1,Total
Estonia,'13,30 to 34,0,32,62.1,Extra-EU-28
Estonia,'13,30 to 34,0,32.6,61.8,Foreign country
Estonia,'13,30 to 34,12.8,45.8,41.4,Reporting country
Estonia,'13,30 to 34,12.4,45.1,42.5,Total
Estonia,'14,25 to 54,0,28.7,65.4,EU-28
Estonia,'14,25 to 54,5.6,52.6,41.7,Extra-EU-28
Estonia,'14,25 to 54,5.6,50.5,43.9,Foreign country
Estonia,'14,25 to 54,12,50.4,37.6,Reporting country
Estonia,'14,25 to 54,11.4,50.4,38.2,Total
Estonia,'14,30 to 34,0,39.5,50.4,Extra-EU-28
Estonia,'14,30 to 34,0,35.6,55.4,Foreign country
Estonia,'14,30 to 34,13,44.6,42.5,Reporting country
Estonia,'14,30 to 34,12.7,44.1,43.2,Total
Estonia,'15,25 to 54,0,33.4,60.2,EU-28
Estonia,'15,25 to 54,4.9,55,40.1,Extra-EU-28
Estonia,'15,25 to 54,5.1,52.9,42,Foreign country
Estonia,'15,25 to 54,11.3,50,38.7,Reporting country
Estonia,'15,25 to 54,10.8,50.2,38.9,Total
Estonia,'15,30 to 34,0,0,56.4,Extra-EU-28
Estonia,'15,30 to 34,0,0,59.2,Foreign country
Estonia,'15,30 to 34,10.7,44.6,44.7,Reporting country
Estonia,'15,30 to 34,10.8,43.9,45.3,Total
Estonia,'16,25 to 54,0,32.4,58.7,EU-28
Estonia,'16,25 to 54,6.3,54.5,39.2,Extra-EU-28
Estonia,'16,25 to 54,6.7,51.8,41.5,Foreign country
Estonia,'16,25 to 54,11,49.4,39.6,Reporting country
Estonia,'16,25 to 54,10.6,49.6,39.7,Total
Estonia,'16,30 to 34,0,48.9,45.7,Extra-EU-28
Estonia,'16,30 to 34,0,47.1,46.5,Foreign country
Estonia,'16,30 to 34,10.2,44.5,45.3,Reporting country
Estonia,'16,30 to 34,9.9,44.7,45.4,Total
Denmark,'06,25 to 54,13.6,33.2,53.2,EU-28
Denmark,'06,25 to 54,30.9,35.3,33.8,Extra-EU-28
Denmark,'06,25 to 54,26.2,34.7,39.1,Foreign country
Denmark,'06,25 to 54,15.8,47.7,36.5,Reporting country
Denmark,'06,30 to 34,0,0,56.5,EU-28
Denmark,'06,30 to 34,31.2,37.6,31.2,Extra-EU-28
Denmark,'06,30 to 34,27.9,36.3,35.9,Foreign country
Denmark,'06,30 to 34,9.6,46.7,43.7,Reporting country
Denmark,'07,25 to 54,12.6,41.3,46.1,EU-28
Denmark,'07,25 to 54,34.3,40.5,25.2,Extra-EU-28
Denmark,'07,25 to 54,29.1,40.7,30.2,Foreign country
Denmark,'07,25 to 54,22.6,44.2,33.2,Reporting country
Denmark,'07,30 to 34,0,41.1,44.6,EU-28
Denmark,'07,30 to 34,36.5,39.7,23.8,Extra-EU-28
Denmark,'07,30 to 34,32.5,40,27.5,Foreign country
Denmark,'07,30 to 34,17.3,43.3,39.4,Reporting country
Denmark,'08,25 to 54,16,45.7,38.4,EU-28
Denmark,'08,25 to 54,37.5,37.7,24.8,Extra-EU-28
Denmark,'08,25 to 54,32.3,39.6,28.1,Foreign country
Denmark,'08,25 to 54,23.1,43,33.9,Reporting country
Denmark,'08,30 to 34,0,35.8,48.9,EU-28
Denmark,'08,30 to 34,47.8,32.9,19.3,Extra-EU-28
Denmark,'08,30 to 34,42.8,33.4,23.8,Foreign country
Denmark,'08,30 to 34,16.9,42,41.1,Reporting country
Denmark,'09,25 to 54,14,36.9,49,EU-28
Denmark,'09,25 to 54,36,37.1,26.9,Extra-EU-28
Denmark,'09,25 to 54,31,37.1,32,Foreign country
Denmark,'09,25 to 54,22.3,43.6,34.1,Reporting country
Denmark,'09,30 to 34,0,39.8,41.1,EU-28
Denmark,'09,30 to 34,41.6,34.3,24,Extra-EU-28
Denmark,'09,30 to 34,37,35.5,27.5,Foreign country
Denmark,'09,30 to 34,16.2,41.5,42.4,Reporting country
Denmark,'10,25 to 54,13.2,36.4,50.4,EU-28
Denmark,'10,25 to 54,31.3,40,28.7,Extra-EU-28
Denmark,'10,25 to 54,27.1,39.2,33.7,Foreign country
Denmark,'10,25 to 54,21.4,43.4,35.2,Reporting country
Denmark,'10,25 to 54,22,43,35.1,Total
Denmark,'10,30 to 34,0,40.1,35.7,EU-28
Denmark,'10,30 to 34,31.5,41.7,26.8,Extra-EU-28
Denmark,'10,30 to 34,30.1,41.4,28.5,Foreign country
Denmark,'10,30 to 34,16.4,40.8,42.7,Reporting country
Denmark,'10,30 to 34,17.9,40.9,41.2,Total
Denmark,'11,25 to 54,14.1,35.7,50.2,EU-28
Denmark,'11,25 to 54,33.9,38.2,28,Extra-EU-28
Denmark,'11,25 to 54,28.9,37.5,33.6,Foreign country
Denmark,'11,25 to 54,19.7,44.4,35.9,Reporting country
Denmark,'11,25 to 54,20.8,43.6,35.6,Total
Denmark,'11,30 to 34,0,28.4,48.1,EU-28
Denmark,'11,30 to 34,36.6,35.7,27.6,Extra-EU-28
Denmark,'11,30 to 34,34.2,34.4,31.4,Foreign country
Denmark,'11,30 to 34,15.1,42.2,42.7,Reporting country
Denmark,'11,30 to 34,17.6,41.2,41.2,Total
Denmark,'12,25 to 54,13.4,37.9,48.7,EU-28
Denmark,'12,25 to 54,30.2,39.3,30.5,Extra-EU-28
Denmark,'12,25 to 54,25.7,38.9,35.4,Foreign country
Denmark,'12,25 to 54,19,44.1,36.9,Reporting country
Denmark,'12,25 to 54,19.7,43.5,36.8,Total
Denmark,'12,30 to 34,0,0,57.4,EU-28
Denmark,'12,30 to 34,29.4,35.7,34.9,Extra-EU-28
Denmark,'12,30 to 34,28.4,32.3,39.3,Foreign country
Denmark,'12,30 to 34,15.5,41,43.5,Reporting country
Denmark,'12,30 to 34,17.2,39.9,43,Total
Denmark,'13,25 to 54,10.1,37,52.8,EU-28
Denmark,'13,25 to 54,31.4,38.3,30.3,Extra-EU-28
Denmark,'13,25 to 54,25.7,38,36.4,Foreign country
Denmark,'13,25 to 54,18.4,44.1,37.6,Reporting country
Denmark,'13,25 to 54,19.2,43.4,37.4,Total
Denmark,'13,30 to 34,0,27.6,69.2,EU-28
Denmark,'13,30 to 34,33.1,37.8,29.1,Extra-EU-28
Denmark,'13,30 to 34,26.7,35.6,37.6,Foreign country
Denmark,'13,30 to 34,15.2,40.6,44.2,Reporting country
Denmark,'13,30 to 34,16.7,39.9,43.4,Total
Denmark,'14,25 to 54,10.3,34.7,55,EU-28
Denmark,'14,25 to 54,28.1,35.6,36.3,Extra-EU-28
Denmark,'14,25 to 54,22.7,35.3,42,Foreign country
Denmark,'14,25 to 54,17,45.2,37.8,Reporting country
Denmark,'14,25 to 54,17.8,43.8,38.4,Total
Denmark,'14,30 to 34,0,32.4,63.3,EU-28
Denmark,'14,30 to 34,29.4,32.5,38.1,Extra-EU-28
Denmark,'14,30 to 34,21.5,32.5,46,Foreign country
Denmark,'14,30 to 34,14.1,41.3,44.6,Reporting country
Denmark,'14,30 to 34,15.5,39.6,44.9,Total
Denmark,'15,25 to 54,8.4,38.5,53.1,EU-28
Denmark,'15,25 to 54,27.3,33.1,39.6,Extra-EU-28
Denmark,'15,25 to 54,21.3,34.8,43.9,Foreign country
Denmark,'15,25 to 54,16.3,44.6,39.1,Reporting country
Denmark,'15,25 to 54,17.1,43.1,39.8,Total
Denmark,'15,30 to 34,0,35.6,58.4,EU-28
Denmark,'15,30 to 34,24.4,27.8,47.8,Extra-EU-28
Denmark,'15,30 to 34,18.6,30.3,51.1,Foreign country
Denmark,'15,30 to 34,12.7,40.7,46.6,Reporting country
Denmark,'15,30 to 34,14.1,38.3,47.6,Total
Denmark,'16,25 to 54,9.8,31.7,58.5,EU-28
Denmark,'16,25 to 54,26,34.2,39.9,Extra-EU-28
Denmark,'16,25 to 54,21.1,33.4,45.5,Foreign country
Denmark,'16,25 to 54,16.2,44,39.8,Reporting country
Denmark,'16,25 to 54,16.9,42.5,40.6,Total
Denmark,'16,30 to 34,0,26,70.8,EU-28
Denmark,'16,30 to 34,21.5,23.2,55.4,Extra-EU-28
Denmark,'16,30 to 34,16.2,24,59.8,Foreign country
Denmark,'16,30 to 34,15.3,39.6,45.1,Reporting country
Denmark,'16,30 to 34,15.4,36.8,47.7,Total
Czech Republic,'06,25 to 54,22,60.1,17.9,EU-28
Czech Republic,'06,25 to 54,13.6,58.1,28.4,Extra-EU-28
Czech Republic,'06,25 to 54,19.1,59.4,21.5,Foreign country
Czech Republic,'06,25 to 54,7.5,78.4,14.1,Reporting country
Czech Republic,'06,30 to 34,19.3,56.3,24.4,EU-28
Czech Republic,'06,30 to 34,17.2,60.8,22,Extra-EU-28
Czech Republic,'06,30 to 34,18.4,58.3,23.4,Foreign country
Czech Republic,'06,30 to 34,5.3,81.8,12.9,Reporting country
Czech Republic,'07,25 to 54,17.7,63,19.3,EU-28
Czech Republic,'07,25 to 54,11.8,62.5,25.7,Extra-EU-28
Czech Republic,'07,25 to 54,15.6,62.8,21.6,Foreign country
Czech Republic,'07,25 to 54,7.5,77.9,14.6,Reporting country
Czech Republic,'07,30 to 34,7.5,64.3,28.1,EU-28
Czech Republic,'07,30 to 34,9.7,70.8,19.5,Extra-EU-28
Czech Republic,'07,30 to 34,8.7,67.7,23.6,Foreign country
Czech Republic,'07,30 to 34,5.6,81.2,13.1,Reporting country
Czech Republic,'08,25 to 54,20.1,62.7,17.3,EU-28
Czech Republic,'08,25 to 54,12.6,57,30.4,Extra-EU-28
Czech Republic,'08,25 to 54,17.3,60.6,22.1,Foreign country
Czech Republic,'08,25 to 54,7,77.5,15.6,Reporting country
Czech Republic,'08,30 to 34,9.4,70.1,20.4,EU-28
Czech Republic,'08,30 to 34,12.3,67.2,20.5,Extra-EU-28
Czech Republic,'08,30 to 34,10.8,68.7,20.5,Foreign country
Czech Republic,'08,30 to 34,5.6,79.2,15.2,Reporting country
Czech Republic,'09,25 to 54,13.9,62.9,23.2,EU-28
Czech Republic,'09,25 to 54,14.3,61.7,24,Extra-EU-28
Czech Republic,'09,25 to 54,14,62.5,23.5,Foreign country
Czech Republic,'09,25 to 54,6.6,76.5,16.9,Reporting country
Czech Republic,'09,30 to 34,10,44.9,45.2,EU-28
Czech Republic,'09,30 to 34,22.1,62.8,15.2,Extra-EU-28
Czech Republic,'09,30 to 34,15.5,53,31.5,Foreign country
Czech Republic,'09,30 to 34,5.1,77.8,17.1,Reporting country
Czech Republic,'10,25 to 54,12.8,62.6,24.7,EU-28
Czech Republic,'10,25 to 54,11,64.9,24.1,Extra-EU-28
Czech Republic,'10,25 to 54,12.1,63.5,24.4,Foreign country
Czech Republic,'10,25 to 54,6.1,75.7,18.3,Reporting country
Czech Republic,'10,25 to 54,6.2,75.3,18.5,Total
Czech Republic,'10,30 to 34,7,52.9,40.1,EU-28
Czech Republic,'10,30 to 34,17.1,63.1,19.8,Extra-EU-28
Czech Republic,'10,30 to 34,11.5,57.4,31.1,Foreign country
Czech Republic,'10,30 to 34,5.1,74.8,20.1,Reporting country
Czech Republic,'10,30 to 34,5.3,74.3,20.4,Total
Czech Republic,'11,25 to 54,13.4,59.9,26.7,EU-28
Czech Republic,'11,25 to 54,12.5,57.9,29.6,Extra-EU-28
Czech Republic,'11,25 to 54,13,59.1,27.9,Foreign country
Czech Republic,'11,25 to 54,5.6,74.5,19.9,Reporting country
Czech Republic,'11,25 to 54,5.8,74,20.2,Total
Czech Republic,'11,30 to 34,5.3,58.3,36.4,EU-28
Czech Republic,'11,30 to 34,8.4,61.1,30.4,Extra-EU-28
Czech Republic,'11,30 to 34,6.7,59.6,33.6,Foreign country
Czech Republic,'11,30 to 34,5.2,71.5,23.3,Reporting country
Czech Republic,'11,30 to 34,5.2,71,23.7,Total
Czech Republic,'12,25 to 54,12.9,62.7,24.4,EU-28
Czech Republic,'12,25 to 54,15.6,56.5,27.9,Extra-EU-28
Czech Republic,'12,25 to 54,14.1,59.9,26,Foreign country
Czech Republic,'12,25 to 54,5.5,73.2,21.3,Reporting country
Czech Republic,'12,25 to 54,5.8,72.8,21.4,Total
Czech Republic,'12,30 to 34,11,60.7,28.3,EU-28
Czech Republic,'12,30 to 34,16.7,55.2,28,Extra-EU-28
Czech Republic,'12,30 to 34,14,57.8,28.1,Foreign country
Czech Republic,'12,30 to 34,6.2,68.2,25.5,Reporting country
Czech Republic,'12,30 to 34,6.5,67.8,25.6,Total
Czech Republic,'13,25 to 54,9.5,58,32.5,EU-28
Czech Republic,'13,25 to 54,15.1,55.5,29.4,Extra-EU-28
Czech Republic,'13,25 to 54,12.1,56.8,31.1,Foreign country
Czech Republic,'13,25 to 54,5.1,72.6,22.2,Reporting country
Czech Republic,'13,25 to 54,5.4,72.1,22.5,Total
Czech Republic,'13,30 to 34,12.6,47.6,39.8,EU-28
Czech Republic,'13,30 to 34,16.2,50.8,33,Extra-EU-28
Czech Republic,'13,30 to 34,14.6,49.4,36,Foreign country
Czech Republic,'13,30 to 34,5.1,68.6,26.3,Reporting country
Czech Republic,'13,30 to 34,5.5,67.7,26.7,Total
Czech Republic,'14,25 to 54,10,60.1,29.8,EU-28
Czech Republic,'14,25 to 54,13.4,53.4,33.2,Extra-EU-28
Czech Republic,'14,25 to 54,11.5,57.2,31.3,Foreign country
Czech Republic,'14,25 to 54,4.8,72,23.2,Reporting country
Czech Republic,'14,25 to 54,5.1,71.4,23.5,Total
Czech Republic,'14,30 to 34,5.4,60.7,33.8,EU-28
Czech Republic,'14,30 to 34,15.7,50.1,34.2,Extra-EU-28
Czech Republic,'14,30 to 34,9.9,56.2,34,Foreign country
Czech Republic,'14,30 to 34,4.7,67.4,27.9,Reporting country
Czech Republic,'14,30 to 34,4.9,66.9,28.2,Total
Czech Republic,'15,25 to 54,10.8,58.3,30.9,EU-28
Czech Republic,'15,25 to 54,10.8,61.2,28,Extra-EU-28
Czech Republic,'15,25 to 54,10.8,59.7,29.5,Foreign country
Czech Republic,'15,25 to 54,5,70.7,24.3,Reporting country
Czech Republic,'15,25 to 54,5.2,70.3,24.5,Total
Czech Republic,'15,30 to 34,6.4,65.5,28.1,EU-28
Czech Republic,'15,30 to 34,20.1,60.8,19.1,Extra-EU-28
Czech Republic,'15,30 to 34,12.1,63.5,24.4,Foreign country
Czech Republic,'15,30 to 34,5.7,63.9,30.4,Reporting country
Czech Republic,'15,30 to 34,6,63.9,30.1,Total
Czech Republic,'16,25 to 54,9.8,57,33.2,EU-28
Czech Republic,'16,25 to 54,12.7,56.4,31,Extra-EU-28
Czech Republic,'16,25 to 54,11.1,56.7,32.2,Foreign country
Czech Republic,'16,25 to 54,5.2,69.9,24.9,Reporting country
Czech Republic,'16,25 to 54,5.4,69.4,25.2,Total
Czech Republic,'16,30 to 34,4.7,56.3,38.9,EU-28
Czech Republic,'16,30 to 34,19.2,58.2,22.6,Extra-EU-28
Czech Republic,'16,30 to 34,9.6,57,33.4,Foreign country
Czech Republic,'16,30 to 34,5.7,61.5,32.7,Reporting country
Czech Republic,'16,30 to 34,5.9,61.3,32.8,Total
Cyprus,'06,25 to 54,18.9,38.9,42.2,EU-28
Cyprus,'06,25 to 54,35.6,31.6,32.8,Extra-EU-28
Cyprus,'06,25 to 54,29.3,34.4,36.4,Foreign country
Cyprus,'06,25 to 54,22.9,43.5,33.6,Reporting country
Cyprus,'06,30 to 34,0,37.8,52.5,EU-28
Cyprus,'06,30 to 34,28.9,36.8,34.3,Extra-EU-28
Cyprus,'06,30 to 34,21.8,37.2,41,Foreign country
Cyprus,'06,30 to 34,12.4,39.9,47.7,Reporting country
Cyprus,'07,25 to 54,14.3,42.2,43.4,EU-28
Cyprus,'07,25 to 54,28.1,38.1,33.8,Extra-EU-28
Cyprus,'07,25 to 54,23,39.6,37.3,Foreign country
Cyprus,'07,25 to 54,21.6,41.7,36.7,Reporting country
Cyprus,'07,30 to 34,10,45.4,44.6,EU-28
Cyprus,'07,30 to 34,30.5,35.3,34.2,Extra-EU-28
Cyprus,'07,30 to 34,23.3,38.9,37.8,Foreign country
Cyprus,'07,30 to 34,11.6,39.2,49.2,Reporting country
Cyprus,'08,25 to 54,16.6,43,40.4,EU-28
Cyprus,'08,25 to 54,28,38,33.9,Extra-EU-28
Cyprus,'08,25 to 54,23.5,40,36.5,Foreign country
Cyprus,'08,25 to 54,20.3,40.9,38.8,Reporting country
Cyprus,'08,30 to 34,11.6,46.6,41.9,EU-28
Cyprus,'08,30 to 34,26.9,37.5,35.6,Extra-EU-28
Cyprus,'08,30 to 34,20.5,41.3,38.2,Foreign country
Cyprus,'08,30 to 34,9.6,39.8,50.6,Reporting country
Cyprus,'09,25 to 54,16.2,44.7,39.1,EU-28
Cyprus,'09,25 to 54,32.5,32.2,35.3,Extra-EU-28
Cyprus,'09,25 to 54,25.7,37.5,36.9,Foreign country
Cyprus,'09,25 to 54,20.3,41.5,38.1,Reporting country
Cyprus,'09,30 to 34,14.6,47.7,37.7,EU-28
Cyprus,'09,30 to 34,34,30.4,35.6,Extra-EU-28
Cyprus,'09,30 to 34,26,37.5,36.5,Foreign country
Cyprus,'09,30 to 34,13.1,37.5,49.4,Reporting country
Cyprus,'10,25 to 54,19.7,43.4,36.8,EU-28
Cyprus,'10,25 to 54,31.9,32.8,35.3,Extra-EU-28
Cyprus,'10,25 to 54,26.3,37.7,36,Foreign country
Cyprus,'10,25 to 54,17.9,41.7,40.4,Reporting country
Cyprus,'10,25 to 54,20.4,40.5,39.1,Total
Cyprus,'10,30 to 34,21.2,38.7,40.1,EU-28
Cyprus,'10,30 to 34,32.5,34.5,33,Extra-EU-28
Cyprus,'10,30 to 34,27.4,36.4,36.2,Foreign country
Cyprus,'10,30 to 34,12.7,36.4,50.9,Reporting country
Cyprus,'10,30 to 34,18.3,36.4,45.3,Total
Cyprus,'11,25 to 54,18.5,44.1,37.4,EU-28
Cyprus,'11,25 to 54,29.2,35.2,35.6,Extra-EU-28
Cyprus,'11,25 to 54,24.2,39.3,36.5,Foreign country
Cyprus,'11,25 to 54,16.8,39.3,43.9,Reporting country
Cyprus,'11,25 to 54,19.1,39.3,41.6,Total
Cyprus,'11,30 to 34,21.9,40.2,37.9,EU-28
Cyprus,'11,30 to 34,29.8,36.6,33.6,Extra-EU-28
Cyprus,'11,30 to 34,26.1,38.3,35.6,Foreign country
Cyprus,'11,30 to 34,12.8,34.4,52.8,Reporting country
Cyprus,'11,30 to 34,17.9,35.9,46.2,Total
Cyprus,'12,25 to 54,14.6,45.5,39.9,EU-28
Cyprus,'12,25 to 54,27.5,35.8,36.7,Extra-EU-28
Cyprus,'12,25 to 54,21.3,40.5,38.2,Foreign country
Cyprus,'12,25 to 54,15.4,39.3,45.3,Reporting country
Cyprus,'12,25 to 54,17.3,39.7,43.1,Total
Cyprus,'12,30 to 34,19.7,39.9,40.3,EU-28
Cyprus,'12,30 to 34,26.9,33.8,39.3,Extra-EU-28
Cyprus,'12,30 to 34,23.5,36.7,39.8,Foreign country
Cyprus,'12,30 to 34,13,30.6,56.5,Reporting country
Cyprus,'12,30 to 34,17.1,33,49.9,Total
Cyprus,'13,25 to 54,15.7,43.6,40.7,EU-28
Cyprus,'13,25 to 54,25.8,39.1,35.2,Extra-EU-28
Cyprus,'13,25 to 54,21,41.2,37.8,Foreign country
Cyprus,'13,25 to 54,14.7,40.5,44.8,Reporting country
Cyprus,'13,25 to 54,16.6,40.7,42.7,Total
Cyprus,'13,30 to 34,18,39.6,42.4,EU-28
Cyprus,'13,30 to 34,30.1,37.8,32.1,Extra-EU-28
Cyprus,'13,30 to 34,24.9,38.6,36.5,Foreign country
Cyprus,'13,30 to 34,11,34.8,54.2,Reporting country
Cyprus,'13,30 to 34,16,36.2,47.8,Total
Cyprus,'14,25 to 54,16.3,43.3,40.4,EU-28
Cyprus,'14,25 to 54,31.1,31.8,37.2,Extra-EU-28
Cyprus,'14,25 to 54,24.1,37.2,38.7,Foreign country
Cyprus,'14,25 to 54,15.1,38.8,46.1,Reporting country
Cyprus,'14,25 to 54,17.6,38.4,44,Total
Cyprus,'14,30 to 34,18.4,38.2,43.4,EU-28
Cyprus,'14,30 to 34,32.2,31.1,36.7,Extra-EU-28
Cyprus,'14,30 to 34,26.6,34,39.4,Foreign country
Cyprus,'14,30 to 34,10.1,31.6,58.3,Reporting country
Cyprus,'14,30 to 34,15.2,32.4,52.5,Total
Cyprus,'15,25 to 54,16.5,47,36.5,EU-28
Cyprus,'15,25 to 54,32,33.2,34.8,Extra-EU-28
Cyprus,'15,25 to 54,24.4,39.9,35.6,Foreign country
Cyprus,'15,25 to 54,14.7,36.9,48.3,Reporting country
Cyprus,'15,25 to 54,17.4,37.8,44.8,Total
Cyprus,'15,30 to 34,21.4,41.7,36.9,EU-28
Cyprus,'15,30 to 34,33.1,30.3,36.6,Extra-EU-28
Cyprus,'15,30 to 34,27.8,35.4,36.8,Foreign country
Cyprus,'15,30 to 34,8.5,29.5,62,Reporting country
Cyprus,'15,30 to 34,14.3,31.2,54.5,Total
Cyprus,'16,25 to 54,17,46,37.1,EU-28
Cyprus,'16,25 to 54,27.5,36.3,36.1,Extra-EU-28
Cyprus,'16,25 to 54,22.3,41.1,36.6,Foreign country
Cyprus,'16,25 to 54,14.1,36.6,49.3,Reporting country
Cyprus,'16,25 to 54,16.4,37.9,45.7,Total
