Host Country,Year,Sex,AROPE %,Citizen
Serbia,'15,Females,40.5,EU-28
Serbia,'15,Females,51.6,Extra-EU-28
Serbia,'15,Females,47,Foreign country
Serbia,'15,Females,40.5,Reporting country
Serbia,'15,Males,41.6,EU-28
Serbia,'15,Males,47.8,Extra-EU-28
Serbia,'15,Males,44.7,Foreign country
Serbia,'15,Males,41.7,Reporting country
Serbia,'15,Total,41,EU-28
Serbia,'15,Total,50.1,Extra-EU-28
Serbia,'15,Total,46.1,Foreign country
Serbia,'15,Total,41.1,Reporting country
Romania,'07,Females,47.1,Reporting country
Romania,'07,Males,44.3,Reporting country
Romania,'07,Total,45.7,Reporting country
Romania,'08,Females,43.7,Reporting country
Romania,'08,Males,41.1,Reporting country
Romania,'08,Total,42.5,Reporting country
Romania,'09,Females,42.5,Reporting country
Romania,'09,Males,39.8,Reporting country
Romania,'09,Total,41.2,Reporting country
Romania,'10,Females,40.8,Reporting country
Romania,'10,Males,39,Reporting country
Romania,'10,Total,40,Reporting country
Romania,'11,Females,40,Reporting country
Romania,'11,Males,37.9,Reporting country
Romania,'11,Total,39,Reporting country
Romania,'12,Females,41.9,Reporting country
Romania,'12,Males,39.9,Reporting country
Romania,'12,Total,40.9,Reporting country
Romania,'13,Females,40.7,Reporting country
Romania,'13,Males,38.5,Reporting country
Romania,'13,Total,39.7,Reporting country
Romania,'14,Females,38.8,Reporting country
Romania,'14,Males,37,Reporting country
Romania,'14,Total,37.9,Reporting country
Romania,'15,Females,36.3,Reporting country
Romania,'15,Males,33.8,Reporting country
Romania,'15,Total,35.1,Reporting country
Romania,'16,Females,37.8,Reporting country
Romania,'16,Males,34.7,Reporting country
Romania,'16,Total,36.3,Reporting country
Portugal,'06,Females,33.1,Foreign country
Portugal,'06,Females,25.9,Reporting country
Portugal,'06,Males,37.8,Foreign country
Portugal,'06,Males,23,Reporting country
Portugal,'06,Total,35.2,Foreign country
Portugal,'06,Total,24.5,Reporting country
Portugal,'07,Females,30.8,Foreign country
Portugal,'07,Females,25.8,Reporting country
Portugal,'07,Males,39.5,Foreign country
Portugal,'07,Males,22.8,Reporting country
Portugal,'07,Total,34.7,Foreign country
Portugal,'07,Total,24.4,Reporting country
Portugal,'08,Females,29.5,Foreign country
Portugal,'08,Females,26.5,Reporting country
Portugal,'08,Males,36.5,Foreign country
Portugal,'08,Males,23.1,Reporting country
Portugal,'08,Total,32.9,Foreign country
Portugal,'08,Total,24.9,Reporting country
Portugal,'09,Females,14.9,EU-28
Portugal,'09,Females,37.2,Extra-EU-28
Portugal,'09,Females,32.5,Foreign country
Portugal,'09,Females,25.1,Reporting country
Portugal,'09,Males,40.8,Extra-EU-28
Portugal,'09,Males,40.8,Foreign country
Portugal,'09,Males,22.3,Reporting country
Portugal,'09,Total,24.2,EU-28
Portugal,'09,Total,39,Extra-EU-28
Portugal,'09,Total,36.4,Foreign country
Portugal,'09,Total,23.8,Reporting country
Portugal,'10,Females,22.8,EU-28
Portugal,'10,Females,29.6,Extra-EU-28
Portugal,'10,Females,28,Foreign country
Portugal,'10,Females,25.8,Reporting country
Portugal,'10,Males,24.5,EU-28
Portugal,'10,Males,32.8,Extra-EU-28
Portugal,'10,Males,31.4,Foreign country
Portugal,'10,Males,22.9,Reporting country
Portugal,'10,Total,23.4,EU-28
Portugal,'10,Total,31.1,Extra-EU-28
Portugal,'10,Total,29.4,Foreign country
Portugal,'10,Total,24.4,Reporting country
Portugal,'11,Females,32.1,EU-28
Portugal,'11,Females,45.6,Extra-EU-28
Portugal,'11,Females,43.3,Foreign country
Portugal,'11,Females,24,Reporting country
Portugal,'11,Males,25,EU-28
Portugal,'11,Males,50.1,Extra-EU-28
Portugal,'11,Males,44.7,Foreign country
Portugal,'11,Males,21.8,Reporting country
Portugal,'11,Total,28.6,EU-28
Portugal,'11,Total,47.5,Extra-EU-28
Portugal,'11,Total,43.9,Foreign country
Portugal,'11,Total,23,Reporting country
Portugal,'12,Females,27.4,EU-28
Portugal,'12,Females,39.2,Extra-EU-28
Portugal,'12,Females,37.4,Foreign country
Portugal,'12,Females,25.2,Reporting country
Portugal,'12,Males,17.2,EU-28
Portugal,'12,Males,48.3,Extra-EU-28
Portugal,'12,Males,41.1,Foreign country
Portugal,'12,Males,23.5,Reporting country
Portugal,'12,Total,21.9,EU-28
Portugal,'12,Total,43.1,Extra-EU-28
Portugal,'12,Total,39.1,Foreign country
Portugal,'12,Total,24.4,Reporting country
Portugal,'13,Females,35.1,EU-28
Portugal,'13,Females,52.7,Extra-EU-28
Portugal,'13,Females,50.7,Foreign country
Portugal,'13,Females,26.1,Reporting country
Portugal,'13,Males,32.8,EU-28
Portugal,'13,Males,50,Extra-EU-28
Portugal,'13,Males,46.1,Foreign country
Portugal,'13,Males,25.9,Reporting country
Portugal,'13,Total,33.7,EU-28
Portugal,'13,Total,51.7,Extra-EU-28
Portugal,'13,Total,48.8,Foreign country
Portugal,'13,Total,26,Reporting country
Portugal,'14,Females,31.4,EU-28
Portugal,'14,Females,49.2,Extra-EU-28
Portugal,'14,Females,46.3,Foreign country
Portugal,'14,Females,27,Reporting country
Portugal,'14,Males,27,EU-28
Portugal,'14,Males,53.6,Extra-EU-28
Portugal,'14,Males,48.2,Foreign country
Portugal,'14,Males,25.3,Reporting country
Portugal,'14,Total,29.5,EU-28
Portugal,'14,Total,50.8,Extra-EU-28
Portugal,'14,Total,47,Foreign country
Portugal,'14,Total,26.2,Reporting country
Portugal,'15,Females,17,EU-28
Portugal,'15,Females,49.6,Extra-EU-28
Portugal,'15,Females,43,Foreign country
Portugal,'15,Females,26.4,Reporting country
Portugal,'15,Males,21.1,EU-28
Portugal,'15,Males,52.8,Extra-EU-28
Portugal,'15,Males,48.3,Foreign country
Portugal,'15,Males,24.8,Reporting country
Portugal,'15,Total,18.3,EU-28
Portugal,'15,Total,51,Extra-EU-28
Portugal,'15,Total,45.2,Foreign country
Portugal,'15,Total,25.7,Reporting country
Poland,'06,Females,17.6,Foreign country
Poland,'06,Females,39.8,Reporting country
Poland,'06,Males,19.1,Foreign country
Poland,'06,Males,38.6,Reporting country
Poland,'06,Total,18.3,Foreign country
Poland,'06,Total,39.2,Reporting country
Poland,'07,Females,18,Foreign country
Poland,'07,Females,34.7,Reporting country
Poland,'07,Males,32.7,Reporting country
Poland,'07,Total,13.1,Foreign country
Poland,'07,Total,33.8,Reporting country
Poland,'08,Females,19.5,Foreign country
Poland,'08,Females,31,Reporting country
Poland,'08,Males,29.3,Reporting country
Poland,'08,Total,14,Foreign country
Poland,'08,Total,30.2,Reporting country
Poland,'09,Females,28.6,Reporting country
Poland,'09,Males,26.3,Reporting country
Poland,'09,Total,20.9,Extra-EU-28
Poland,'09,Total,18.5,Foreign country
Poland,'09,Total,27.5,Reporting country
Poland,'10,Females,28.3,Reporting country
Poland,'10,Males,26.1,Reporting country
Poland,'10,Total,38.6,Foreign country
Poland,'10,Total,27.3,Reporting country
Poland,'11,Females,27.5,Reporting country
Poland,'11,Males,25.7,Reporting country
Poland,'11,Total,26.7,Reporting country
Poland,'12,Females,27,Reporting country
Poland,'12,Males,40.1,Extra-EU-28
Poland,'12,Males,31.5,Foreign country
Poland,'12,Males,25.2,Reporting country
Poland,'12,Total,48.3,Extra-EU-28
Poland,'12,Total,32.6,Foreign country
Poland,'12,Total,26.2,Reporting country
Poland,'13,Females,25.4,Reporting country
Poland,'13,Males,20.7,Extra-EU-28
Poland,'13,Males,16.3,Foreign country
Poland,'13,Males,24.1,Reporting country
Poland,'13,Total,21.6,Extra-EU-28
Poland,'13,Total,16.8,Foreign country
Poland,'13,Total,24.8,Reporting country
Poland,'14,Females,24,Reporting country
Poland,'14,Males,9.5,Extra-EU-28
Poland,'14,Males,7.3,Foreign country
Poland,'14,Males,23.3,Reporting country
Poland,'14,Total,11.8,Extra-EU-28
Poland,'14,Total,8.9,Foreign country
Poland,'14,Total,23.7,Reporting country
Poland,'15,Females,22.9,Reporting country
Poland,'15,Males,9.8,Extra-EU-28
Poland,'15,Males,8.3,Foreign country
Poland,'15,Males,22.6,Reporting country
Poland,'15,Total,6.3,Extra-EU-28
Poland,'15,Total,6.4,Foreign country
Poland,'15,Total,22.8,Reporting country
Norway,'06,Females,29.9,Foreign country
Norway,'06,Females,18.8,Reporting country
Norway,'06,Males,29.4,Foreign country
Norway,'06,Males,14.3,Reporting country
Norway,'06,Total,29.6,Foreign country
Norway,'06,Total,16.6,Reporting country
Norway,'07,Females,34.1,Foreign country
Norway,'07,Females,17.9,Reporting country
Norway,'07,Males,25.5,Foreign country
Norway,'07,Males,13.1,Reporting country
Norway,'07,Total,29.8,Foreign country
Norway,'07,Total,15.6,Reporting country
Norway,'08,Females,28,Foreign country
Norway,'08,Females,16.9,Reporting country
Norway,'08,Males,27.7,Foreign country
Norway,'08,Males,12.1,Reporting country
Norway,'08,Total,27.9,Foreign country
Norway,'08,Total,14.5,Reporting country
Norway,'09,Females,10.6,EU-28
Norway,'09,Females,45.7,Extra-EU-28
Norway,'09,Females,27.9,Foreign country
Norway,'09,Females,16.4,Reporting country
Norway,'09,Males,21.8,EU-28
Norway,'09,Males,49.3,Extra-EU-28
Norway,'09,Males,30.7,Foreign country
Norway,'09,Males,12.1,Reporting country
Norway,'09,Total,17.5,EU-28
Norway,'09,Total,47.3,Extra-EU-28
Norway,'09,Total,29.5,Foreign country
Norway,'09,Total,14.3,Reporting country
Norway,'10,Females,6,EU-28
Norway,'10,Females,42.8,Extra-EU-28
Norway,'10,Females,22.7,Foreign country
Norway,'10,Females,15.9,Reporting country
Norway,'10,Males,20.4,EU-28
Norway,'10,Males,43,Extra-EU-28
Norway,'10,Males,27.5,Foreign country
Norway,'10,Males,13,Reporting country
Norway,'10,Total,14.1,EU-28
Norway,'10,Total,42.9,Extra-EU-28
Norway,'10,Total,25.1,Foreign country
Norway,'10,Total,14.4,Reporting country
Norway,'11,Females,16.2,EU-28
Norway,'11,Females,41.2,Extra-EU-28
Norway,'11,Females,26.3,Foreign country
Norway,'11,Females,15.7,Reporting country
Norway,'11,Males,21.3,EU-28
Norway,'11,Males,50.2,Extra-EU-28
Norway,'11,Males,31.4,Foreign country
Norway,'11,Males,12.5,Reporting country
Norway,'11,Total,18.8,EU-28
Norway,'11,Total,45.3,Extra-EU-28
Norway,'11,Total,28.8,Foreign country
Norway,'11,Total,14.1,Reporting country
Norway,'12,Females,18.6,EU-28
Norway,'12,Females,36.1,Extra-EU-28
Norway,'12,Females,25.2,Foreign country
Norway,'12,Females,14.6,Reporting country
Norway,'12,Males,19.8,EU-28
Norway,'12,Males,39.1,Extra-EU-28
Norway,'12,Males,25.6,Foreign country
Norway,'12,Males,12.1,Reporting country
Norway,'12,Total,19.2,EU-28
Norway,'12,Total,37.4,Extra-EU-28
Norway,'12,Total,25.4,Foreign country
Norway,'12,Total,13.3,Reporting country
Norway,'13,Females,22.3,EU-28
Norway,'13,Females,35.7,Extra-EU-28
Norway,'13,Females,26.8,Foreign country
Norway,'13,Females,14.6,Reporting country
Norway,'13,Males,15.2,EU-28
Norway,'13,Males,42.2,Extra-EU-28
Norway,'13,Males,24.7,Foreign country
Norway,'13,Males,12.1,Reporting country
Norway,'13,Total,18.9,EU-28
Norway,'13,Total,39,Extra-EU-28
Norway,'13,Total,25.8,Foreign country
Norway,'13,Total,13.4,Reporting country
Norway,'14,Females,13.4,EU-28
Norway,'14,Females,35.6,Extra-EU-28
Norway,'14,Females,20.9,Foreign country
Norway,'14,Females,15,Reporting country
Norway,'14,Males,18.8,EU-28
Norway,'14,Males,23.2,Extra-EU-28
Norway,'14,Males,20.1,Foreign country
Norway,'14,Males,11.8,Reporting country
Norway,'14,Total,16.2,EU-28
Norway,'14,Total,29.8,Extra-EU-28
Norway,'14,Total,20.5,Foreign country
Norway,'14,Total,13.4,Reporting country
Norway,'15,Females,20.3,EU-28
Norway,'15,Females,33.9,Extra-EU-28
Norway,'15,Females,24.7,Foreign country
Norway,'15,Females,17,Reporting country
Norway,'15,Males,14.4,EU-28
Norway,'15,Males,46.1,Extra-EU-28
Norway,'15,Males,24.9,Foreign country
Norway,'15,Males,12.4,Reporting country
Norway,'15,Total,17.3,EU-28
Norway,'15,Total,40.2,Extra-EU-28
Norway,'15,Total,24.8,Foreign country
Norway,'15,Total,14.8,Reporting country
Netherlands,'06,Females,21.9,Foreign country
Netherlands,'06,Females,16.8,Reporting country
Netherlands,'06,Males,14.4,Foreign country
Netherlands,'06,Males,13.8,Reporting country
Netherlands,'06,Total,18.3,Foreign country
Netherlands,'06,Total,15.3,Reporting country
Netherlands,'07,Females,27.2,Foreign country
Netherlands,'07,Females,16.6,Reporting country
Netherlands,'07,Males,15.9,Foreign country
Netherlands,'07,Males,13.3,Reporting country
Netherlands,'07,Total,22.2,Foreign country
Netherlands,'07,Total,15,Reporting country
Netherlands,'08,Females,26.3,Foreign country
Netherlands,'08,Females,15.1,Reporting country
Netherlands,'08,Males,21.2,Foreign country
Netherlands,'08,Males,13.3,Reporting country
Netherlands,'08,Total,24.2,Foreign country
Netherlands,'08,Total,14.2,Reporting country
Netherlands,'09,Females,8.9,EU-28
Netherlands,'09,Females,26.6,Extra-EU-28
Netherlands,'09,Females,15.2,Foreign country
Netherlands,'09,Females,15.2,Reporting country
Netherlands,'09,Males,13,EU-28
Netherlands,'09,Males,46.7,Extra-EU-28
Netherlands,'09,Males,23.7,Foreign country
Netherlands,'09,Males,13,Reporting country
Netherlands,'09,Total,10.7,EU-28
Netherlands,'09,Total,34.8,Extra-EU-28
Netherlands,'09,Total,18.9,Foreign country
Netherlands,'09,Total,14.1,Reporting country
Netherlands,'10,Females,12.5,EU-28
Netherlands,'10,Females,20.1,Extra-EU-28
Netherlands,'10,Females,16.4,Foreign country
Netherlands,'10,Females,15.7,Reporting country
Netherlands,'10,Males,25.6,EU-28
Netherlands,'10,Males,27.1,Extra-EU-28
Netherlands,'10,Males,26.2,Foreign country
Netherlands,'10,Males,12.5,Reporting country
Netherlands,'10,Total,19,EU-28
Netherlands,'10,Total,23.1,Extra-EU-28
Netherlands,'10,Total,21,Foreign country
Netherlands,'10,Total,14.1,Reporting country
Netherlands,'11,Females,17,EU-28
Netherlands,'11,Females,13.1,Extra-EU-28
Netherlands,'11,Females,15,Foreign country
Netherlands,'11,Females,16.2,Reporting country
Netherlands,'11,Males,32.6,EU-28
Netherlands,'11,Males,60,Extra-EU-28
Netherlands,'11,Males,42.6,Foreign country
Netherlands,'11,Males,12.8,Reporting country
Netherlands,'11,Total,26,EU-28
Netherlands,'11,Total,33.4,Extra-EU-28
Netherlands,'11,Total,29.2,Foreign country
Netherlands,'11,Total,14.5,Reporting country
Netherlands,'12,Females,8.8,EU-28
Netherlands,'12,Females,28.2,Extra-EU-28
Netherlands,'12,Females,17.2,Foreign country
Netherlands,'12,Females,15.9,Reporting country
Netherlands,'12,Males,12.3,EU-28
Netherlands,'12,Males,46.2,Extra-EU-28
Netherlands,'12,Males,22.6,Foreign country
Netherlands,'12,Males,12.4,Reporting country
Netherlands,'12,Total,10.5,EU-28
Netherlands,'12,Total,34.6,Extra-EU-28
Netherlands,'12,Total,19.6,Foreign country
Netherlands,'12,Total,14.2,Reporting country
Netherlands,'13,Females,17.5,EU-28
Netherlands,'13,Females,25.5,Extra-EU-28
Netherlands,'13,Females,21,Foreign country
Netherlands,'13,Females,16.9,Reporting country
Netherlands,'13,Males,12.1,EU-28
Netherlands,'13,Males,48.3,Extra-EU-28
Netherlands,'13,Males,27.4,Foreign country
Netherlands,'13,Males,13.7,Reporting country
Netherlands,'13,Total,15.1,EU-28
Netherlands,'13,Total,35.4,Extra-EU-28
Netherlands,'13,Total,23.9,Foreign country
Netherlands,'13,Total,15.3,Reporting country
Netherlands,'14,Females,25,EU-28
Netherlands,'14,Females,31.4,Extra-EU-28
Netherlands,'14,Females,28,Foreign country
Netherlands,'14,Females,16.8,Reporting country
Netherlands,'14,Males,9.7,EU-28
Netherlands,'14,Males,54.3,Extra-EU-28
Netherlands,'14,Males,31.7,Foreign country
Netherlands,'14,Males,14.9,Reporting country
Netherlands,'14,Total,18.1,EU-28
Netherlands,'14,Total,42.4,Extra-EU-28
Netherlands,'14,Total,29.7,Foreign country
Netherlands,'14,Total,15.9,Reporting country
Netherlands,'15,Females,27.8,EU-28
Netherlands,'15,Females,32,Extra-EU-28
Netherlands,'15,Females,29.6,Foreign country
Netherlands,'15,Females,16.3,Reporting country
Netherlands,'15,Males,12.1,EU-28
Netherlands,'15,Males,16.3,Extra-EU-28
Netherlands,'15,Males,14.1,Foreign country
Netherlands,'15,Males,15.2,Reporting country
Netherlands,'15,Total,21.9,EU-28
Netherlands,'15,Total,25.7,Extra-EU-28
Netherlands,'15,Total,23.6,Foreign country
Netherlands,'15,Total,15.7,Reporting country
Malta,'06,Females,23.9,Foreign country
Malta,'06,Females,20.9,Reporting country
Malta,'06,Males,13.5,Foreign country
Malta,'06,Males,16.5,Reporting country
Malta,'06,Total,19,Foreign country
Malta,'06,Total,18.7,Reporting country
Malta,'07,Females,28.2,Foreign country
Malta,'07,Females,20.3,Reporting country
Malta,'07,Males,23.1,Foreign country
Malta,'07,Males,16.6,Reporting country
Malta,'07,Total,25.8,Foreign country
Malta,'07,Total,18.4,Reporting country
Malta,'08,Females,24.8,Foreign country
Malta,'08,Females,20.7,Reporting country
Malta,'08,Males,24.3,Foreign country
Malta,'08,Males,16.9,Reporting country
Malta,'08,Total,24.6,Foreign country
Malta,'08,Total,18.8,Reporting country
Malta,'09,Females,28.8,EU-28
Malta,'09,Females,27,Extra-EU-28
Malta,'09,Females,28.2,Foreign country
Malta,'09,Females,20.5,Reporting country
Malta,'09,Males,13.4,EU-28
Malta,'09,Males,25,Extra-EU-28
Malta,'09,Males,18.4,Foreign country
Malta,'09,Males,16.9,Reporting country
Malta,'09,Total,21.8,EU-28
Malta,'09,Total,25.9,Extra-EU-28
Malta,'09,Total,23.4,Foreign country
Malta,'09,Total,18.7,Reporting country
Malta,'10,Females,26.7,EU-28
Malta,'10,Females,25.2,Extra-EU-28
Malta,'10,Females,26.1,Foreign country
Malta,'10,Females,21.5,Reporting country
Malta,'10,Males,26.9,EU-28
Malta,'10,Males,26.4,Extra-EU-28
Malta,'10,Males,26.7,Foreign country
Malta,'10,Males,18.1,Reporting country
Malta,'10,Total,26.8,EU-28
Malta,'10,Total,25.8,Extra-EU-28
Malta,'10,Total,26.4,Foreign country
Malta,'10,Total,19.8,Reporting country
Malta,'11,Females,24.4,EU-28
Malta,'11,Females,31.4,Extra-EU-28
Malta,'11,Females,27.6,Foreign country
Malta,'11,Females,22.1,Reporting country
Malta,'11,Males,20.2,EU-28
Malta,'11,Males,26.9,Extra-EU-28
Malta,'11,Males,22.4,Foreign country
Malta,'11,Males,19.2,Reporting country
Malta,'11,Total,22.2,EU-28
Malta,'11,Total,29.6,Extra-EU-28
Malta,'11,Total,25.2,Foreign country
Malta,'11,Total,20.6,Reporting country
Malta,'12,Females,31.6,EU-28
Malta,'12,Females,27.3,Extra-EU-28
Malta,'12,Females,29.7,Foreign country
Malta,'12,Females,22.5,Reporting country
Malta,'12,Males,23.1,EU-28
Malta,'12,Males,17.5,Extra-EU-28
Malta,'12,Males,21.5,Foreign country
Malta,'12,Males,19.9,Reporting country
Malta,'12,Total,26.9,EU-28
Malta,'12,Total,23.6,Extra-EU-28
Malta,'12,Total,25.7,Foreign country
Malta,'12,Total,21.2,Reporting country
Malta,'13,Females,22.8,EU-28
Malta,'13,Females,20.5,Extra-EU-28
Malta,'13,Females,22,Foreign country
Malta,'13,Females,23.6,Reporting country
Malta,'13,Males,22.6,EU-28
Malta,'13,Males,45.9,Extra-EU-28
Malta,'13,Males,29.6,Foreign country
Malta,'13,Males,20.6,Reporting country
Malta,'13,Total,22.7,EU-28
Malta,'13,Total,31.4,Extra-EU-28
Malta,'13,Total,25.6,Foreign country
Malta,'13,Total,22.1,Reporting country
Malta,'14,Females,25.1,EU-28
Malta,'14,Females,31.7,Extra-EU-28
Malta,'14,Females,27.1,Foreign country
Malta,'14,Females,23.6,Reporting country
Malta,'14,Males,18.1,EU-28
Malta,'14,Males,39,Extra-EU-28
Malta,'14,Males,24,Foreign country
Malta,'14,Males,20.3,Reporting country
Malta,'14,Total,21.8,EU-28
Malta,'14,Total,34.9,Extra-EU-28
Malta,'14,Total,25.7,Foreign country
Malta,'14,Total,22,Reporting country
Malta,'15,Females,31.4,EU-28
Malta,'15,Females,28.9,Extra-EU-28
Malta,'15,Females,30.6,Foreign country
Malta,'15,Females,21.8,Reporting country
Malta,'15,Males,17,EU-28
Malta,'15,Males,34.2,Extra-EU-28
Malta,'15,Males,22.6,Foreign country
Malta,'15,Males,20,Reporting country
Malta,'15,Total,25,EU-28
Malta,'15,Total,31.2,Extra-EU-28
Malta,'15,Total,27.1,Foreign country
Malta,'15,Total,20.9,Reporting country
Macedonia*,'12,Females,84.4,Extra-EU-28
Macedonia*,'12,Females,74.8,Foreign country
Macedonia*,'12,Females,49.5,Reporting country
Macedonia*,'12,Males,76.5,Foreign country
Macedonia*,'12,Males,49.2,Reporting country
Macedonia*,'12,Total,81.4,Extra-EU-28
Macedonia*,'12,Total,75.5,Foreign country
Macedonia*,'12,Total,49.4,Reporting country
Macedonia*,'13,Females,57.7,Foreign country
Macedonia*,'13,Females,47.4,Reporting country
Macedonia*,'13,Males,47.5,Reporting country
Macedonia*,'13,Total,59.6,Extra-EU-28
Macedonia*,'13,Total,46,Foreign country
Macedonia*,'13,Total,47.5,Reporting country
Macedonia*,'14,Females,77.2,Extra-EU-28
Macedonia*,'14,Females,66.5,Foreign country
Macedonia*,'14,Females,42.1,Reporting country
Macedonia*,'14,Males,42.5,Reporting country
Macedonia*,'14,Total,59.9,Extra-EU-28
Macedonia*,'14,Total,50.2,Foreign country
Macedonia*,'14,Total,42.3,Reporting country
Macedonia*,'15,Females,62.4,Extra-EU-28
Macedonia*,'15,Females,66.4,Foreign country
Macedonia*,'15,Females,40.8,Reporting country
Macedonia*,'15,Males,39.9,Reporting country
Macedonia*,'15,Total,58.7,Extra-EU-28
Macedonia*,'15,Total,55.9,Foreign country
Macedonia*,'15,Total,40.4,Reporting country
Luxembourg,'06,Females,24.3,Foreign country
Luxembourg,'06,Females,11.8,Reporting country
Luxembourg,'06,Males,21.2,Foreign country
Luxembourg,'06,Males,9.7,Reporting country
Luxembourg,'06,Total,22.8,Foreign country
Luxembourg,'06,Total,10.7,Reporting country
Luxembourg,'07,Females,22.1,Foreign country
Luxembourg,'07,Females,11,Reporting country
Luxembourg,'07,Males,19.6,Foreign country
Luxembourg,'07,Males,9.7,Reporting country
Luxembourg,'07,Total,20.8,Foreign country
Luxembourg,'07,Total,10.4,Reporting country
Luxembourg,'08,Females,22.4,Foreign country
Luxembourg,'08,Females,10.4,Reporting country
Luxembourg,'08,Males,20.1,Foreign country
Luxembourg,'08,Males,7.8,Reporting country
Luxembourg,'08,Total,21.3,Foreign country
Luxembourg,'08,Total,9.2,Reporting country
Luxembourg,'09,Females,20.9,EU-28
Luxembourg,'09,Females,42.7,Extra-EU-28
Luxembourg,'09,Females,24.1,Foreign country
Luxembourg,'09,Females,14.3,Reporting country
Luxembourg,'09,Males,18,EU-28
Luxembourg,'09,Males,42.2,Extra-EU-28
Luxembourg,'09,Males,20.7,Foreign country
Luxembourg,'09,Males,9.3,Reporting country
Luxembourg,'09,Total,19.5,EU-28
Luxembourg,'09,Total,42.5,Extra-EU-28
Luxembourg,'09,Total,22.4,Foreign country
Luxembourg,'09,Total,11.8,Reporting country
Luxembourg,'10,Females,19.3,EU-28
Luxembourg,'10,Females,41.5,Extra-EU-28
Luxembourg,'10,Females,22.7,Foreign country
Luxembourg,'10,Females,12.4,Reporting country
Luxembourg,'10,Males,18,EU-28
Luxembourg,'10,Males,35.2,Extra-EU-28
Luxembourg,'10,Males,20.3,Foreign country
Luxembourg,'10,Males,10,Reporting country
Luxembourg,'10,Total,18.6,EU-28
Luxembourg,'10,Total,38.6,Extra-EU-28
Luxembourg,'10,Total,21.5,Foreign country
Luxembourg,'10,Total,11.2,Reporting country
Luxembourg,'11,Females,19.1,EU-28
Luxembourg,'11,Females,46.7,Extra-EU-28
Luxembourg,'11,Females,23.5,Foreign country
Luxembourg,'11,Females,11.6,Reporting country
Luxembourg,'11,Males,16.8,EU-28
Luxembourg,'11,Males,49.2,Extra-EU-28
Luxembourg,'11,Males,20.7,Foreign country
Luxembourg,'11,Males,9.1,Reporting country
Luxembourg,'11,Total,18,EU-28
Luxembourg,'11,Total,47.7,Extra-EU-28
Luxembourg,'11,Total,22.2,Foreign country
Luxembourg,'11,Total,10.4,Reporting country
Luxembourg,'12,Females,22.8,EU-28
Luxembourg,'12,Females,39.4,Extra-EU-28
Luxembourg,'12,Females,25.7,Foreign country
Luxembourg,'12,Females,12,Reporting country
Luxembourg,'12,Males,19,EU-28
Luxembourg,'12,Males,44.5,Extra-EU-28
Luxembourg,'12,Males,22.7,Foreign country
Luxembourg,'12,Males,9.9,Reporting country
Luxembourg,'12,Total,20.9,EU-28
Luxembourg,'12,Total,41.6,Extra-EU-28
Luxembourg,'12,Total,24.2,Foreign country
Luxembourg,'12,Total,10.9,Reporting country
Luxembourg,'13,Females,22.4,EU-28
Luxembourg,'13,Females,36.2,Extra-EU-28
Luxembourg,'13,Females,24.5,Foreign country
Luxembourg,'13,Females,13.4,Reporting country
Luxembourg,'13,Males,20.5,EU-28
Luxembourg,'13,Males,42.5,Extra-EU-28
Luxembourg,'13,Males,23.2,Foreign country
Luxembourg,'13,Males,11.2,Reporting country
Luxembourg,'13,Total,21.5,EU-28
Luxembourg,'13,Total,38.8,Extra-EU-28
Luxembourg,'13,Total,23.9,Foreign country
Luxembourg,'13,Total,12.3,Reporting country
Luxembourg,'14,Females,23.1,EU-28
Luxembourg,'14,Females,35,Extra-EU-28
Luxembourg,'14,Females,25,Foreign country
Luxembourg,'14,Females,12.9,Reporting country
Luxembourg,'14,Males,20.7,EU-28
Luxembourg,'14,Males,41.7,Extra-EU-28
Luxembourg,'14,Males,23.7,Foreign country
Luxembourg,'14,Males,10.9,Reporting country
Luxembourg,'14,Total,21.9,EU-28
Luxembourg,'14,Total,38.2,Extra-EU-28
Luxembourg,'14,Total,24.3,Foreign country
Luxembourg,'14,Total,11.9,Reporting country
Luxembourg,'15,Females,21.1,EU-28
Luxembourg,'15,Females,45.8,Extra-EU-28
Luxembourg,'15,Females,24.8,Foreign country
Luxembourg,'15,Females,13.3,Reporting country
Luxembourg,'15,Males,20.7,EU-28
Luxembourg,'15,Males,47,Extra-EU-28
Luxembourg,'15,Males,24.3,Foreign country
Luxembourg,'15,Males,10.7,Reporting country
Luxembourg,'15,Total,20.9,EU-28
Luxembourg,'15,Total,46.4,Extra-EU-28
Luxembourg,'15,Total,24.5,Foreign country
Luxembourg,'15,Total,12.1,Reporting country
Lithuania,'06,Females,26.1,Foreign country
Lithuania,'06,Females,38.1,Reporting country
Lithuania,'06,Males,20.9,Foreign country
Lithuania,'06,Males,32.8,Reporting country
Lithuania,'06,Total,23.4,Foreign country
Lithuania,'06,Total,35.7,Reporting country
Lithuania,'07,Females,29.8,Foreign country
Lithuania,'07,Females,31.4,Reporting country
Lithuania,'07,Males,19.6,Foreign country
Lithuania,'07,Males,24.9,Reporting country
Lithuania,'07,Total,24.9,Foreign country
Lithuania,'07,Total,28.4,Reporting country
Lithuania,'08,Females,12.7,Foreign country
Lithuania,'08,Females,31.3,Reporting country
Lithuania,'08,Males,9.3,Foreign country
Lithuania,'08,Males,24.5,Reporting country
Lithuania,'08,Total,11.1,Foreign country
Lithuania,'08,Total,28.2,Reporting country
Lithuania,'09,Females,13.7,Extra-EU-28
