Host Country,Year,Sex,AROPE %,Citizen
Germany**,'08,Females,29.2,Foreign country
Germany**,'08,Females,21.7,Reporting country
Germany**,'08,Males,39.1,Foreign country
Germany**,'08,Males,17.6,Reporting country
Germany**,'08,Total,33.4,Foreign country
Germany**,'08,Total,19.7,Reporting country
Germany**,'09,Females,26.5,EU-28
Germany**,'09,Females,34.6,Extra-EU-28
Germany**,'09,Females,30.8,Foreign country
Germany**,'09,Females,21.4,Reporting country
Germany**,'09,Males,20.3,EU-28
Germany**,'09,Males,43.8,Extra-EU-28
Germany**,'09,Males,31.9,Foreign country
Germany**,'09,Males,17.8,Reporting country
Germany**,'09,Total,23.8,EU-28
Germany**,'09,Total,38.4,Extra-EU-28
Germany**,'09,Total,31.2,Foreign country
Germany**,'09,Total,19.7,Reporting country
Germany**,'10,Females,30.1,EU-28
Germany**,'10,Females,40.4,Extra-EU-28
Germany**,'10,Females,35.6,Foreign country
Germany**,'10,Females,20.4,Reporting country
Germany**,'10,Males,24.9,EU-28
Germany**,'10,Males,44,Extra-EU-28
Germany**,'10,Males,34.4,Foreign country
Germany**,'10,Males,17.5,Reporting country
Germany**,'10,Total,27.9,EU-28
Germany**,'10,Total,41.8,Extra-EU-28
Germany**,'10,Total,35.1,Foreign country
Germany**,'10,Total,19,Reporting country
Germany**,'11,Females,19.5,EU-28
Germany**,'11,Females,40.3,Extra-EU-28
Germany**,'11,Females,29.9,Foreign country
Germany**,'11,Females,21,Reporting country
Germany**,'11,Males,19.4,EU-28
Germany**,'11,Males,45.5,Extra-EU-28
Germany**,'11,Males,30.9,Foreign country
Germany**,'11,Males,18.2,Reporting country
Germany**,'11,Total,19.5,EU-28
Germany**,'11,Total,42.4,Extra-EU-28
Germany**,'11,Total,30.3,Foreign country
Germany**,'11,Total,19.7,Reporting country
Germany**,'12,Females,19.7,EU-28
Germany**,'12,Females,32.2,Extra-EU-28
Germany**,'12,Females,25.5,Foreign country
Germany**,'12,Females,21.3,Reporting country
Germany**,'12,Males,17.7,EU-28
Germany**,'12,Males,32.8,Extra-EU-28
Germany**,'12,Males,23.5,Foreign country
Germany**,'12,Males,18.1,Reporting country
Germany**,'12,Total,18.7,EU-28
Germany**,'12,Total,32.5,Extra-EU-28
Germany**,'12,Total,24.6,Foreign country
Germany**,'12,Total,19.8,Reporting country
Germany**,'13,Females,26.2,EU-28
Germany**,'13,Females,42.3,Extra-EU-28
Germany**,'13,Females,34.1,Foreign country
Germany**,'13,Females,21.8,Reporting country
Germany**,'13,Males,16.3,EU-28
Germany**,'13,Males,37.6,Extra-EU-28
Germany**,'13,Males,24.4,Foreign country
Germany**,'13,Males,18.5,Reporting country
Germany**,'13,Total,21.2,EU-28
Germany**,'13,Total,40.4,Extra-EU-28
Germany**,'13,Total,29.7,Foreign country
Germany**,'13,Total,20.2,Reporting country
Germany**,'14,Females,28.8,EU-28
Germany**,'14,Females,35.6,Extra-EU-28
Germany**,'14,Females,32,Foreign country
Germany**,'14,Females,21.8,Reporting country
Germany**,'14,Males,15.7,EU-28
Germany**,'14,Males,38,Extra-EU-28
Germany**,'14,Males,24,Foreign country
Germany**,'14,Males,19.1,Reporting country
Germany**,'14,Total,22.1,EU-28
Germany**,'14,Total,36.6,Extra-EU-28
Germany**,'14,Total,28.2,Foreign country
Germany**,'14,Total,20.5,Reporting country
Germany**,'15,Females,24.7,EU-28
Germany**,'15,Females,40.5,Extra-EU-28
Germany**,'15,Females,31.8,Foreign country
Germany**,'15,Females,21.2,Reporting country
Germany**,'15,Males,19.6,EU-28
Germany**,'15,Males,46,Extra-EU-28
Germany**,'15,Males,29.9,Foreign country
Germany**,'15,Males,18.4,Reporting country
Germany**,'15,Total,22.3,EU-28
Germany**,'15,Total,42.8,Extra-EU-28
Germany**,'15,Total,31,Foreign country
Germany**,'15,Total,19.9,Reporting country
France,'06,Females,40.2,Foreign country
France,'06,Females,19.3,Reporting country
France,'06,Males,39,Foreign country
France,'06,Males,15.7,Reporting country
France,'06,Total,39.6,Foreign country
France,'06,Total,17.6,Reporting country
France,'07,Females,41.9,Foreign country
France,'07,Females,18.9,Reporting country
France,'07,Males,35.4,Foreign country
France,'07,Males,15.9,Reporting country
France,'07,Total,38.6,Foreign country
France,'07,Total,17.5,Reporting country
France,'08,Females,43.9,Foreign country
France,'08,Females,17.9,Reporting country
France,'08,Males,39.8,Foreign country
France,'08,Males,14.7,Reporting country
France,'08,Total,41.8,Foreign country
France,'08,Total,16.4,Reporting country
France,'09,Females,23.9,EU-28
France,'09,Females,57.1,Extra-EU-28
France,'09,Females,43.9,Foreign country
France,'09,Females,17.8,Reporting country
France,'09,Males,17.6,EU-28
France,'09,Males,53.4,Extra-EU-28
France,'09,Males,38.7,Foreign country
France,'09,Males,14.6,Reporting country
France,'09,Total,20.7,EU-28
France,'09,Total,55.3,Extra-EU-28
France,'09,Total,41.3,Foreign country
France,'09,Total,16.3,Reporting country
France,'10,Females,23.9,EU-28
France,'10,Females,55.1,Extra-EU-28
France,'10,Females,42.4,Foreign country
France,'10,Females,17.9,Reporting country
France,'10,Males,21.8,EU-28
France,'10,Males,57.2,Extra-EU-28
France,'10,Males,42,Foreign country
France,'10,Males,15.5,Reporting country
France,'10,Total,22.8,EU-28
France,'10,Total,56.1,Extra-EU-28
France,'10,Total,42.2,Foreign country
France,'10,Total,16.8,Reporting country
France,'11,Females,23,EU-28
France,'11,Females,59,Extra-EU-28
France,'11,Females,44.4,Foreign country
France,'11,Females,18,Reporting country
France,'11,Males,16.6,EU-28
France,'11,Males,56.2,Extra-EU-28
France,'11,Males,39.6,Foreign country
France,'11,Males,15.7,Reporting country
France,'11,Total,19.8,EU-28
France,'11,Total,57.7,Extra-EU-28
France,'11,Total,42.1,Foreign country
France,'11,Total,16.9,Reporting country
France,'12,Females,24.1,EU-28
France,'12,Females,52.4,Extra-EU-28
France,'12,Females,40.7,Foreign country
France,'12,Females,17.8,Reporting country
France,'12,Males,20.9,EU-28
France,'12,Males,56.4,Extra-EU-28
France,'12,Males,41.4,Foreign country
France,'12,Males,15.4,Reporting country
France,'12,Total,22.5,EU-28
France,'12,Total,54.3,Extra-EU-28
France,'12,Total,41.1,Foreign country
France,'12,Total,16.6,Reporting country
France,'13,Females,24.3,EU-28
France,'13,Females,58.2,Extra-EU-28
France,'13,Females,45,Foreign country
France,'13,Females,17.2,Reporting country
France,'13,Males,25.4,EU-28
France,'13,Males,53.9,Extra-EU-28
France,'13,Males,42.4,Foreign country
France,'13,Males,14.7,Reporting country
France,'13,Total,24.9,EU-28
France,'13,Total,56.1,Extra-EU-28
France,'13,Total,43.7,Foreign country
France,'13,Total,16,Reporting country
France,'14,Females,31.4,EU-28
France,'14,Females,52.3,Extra-EU-28
France,'14,Females,44.3,Foreign country
France,'14,Females,17.7,Reporting country
France,'14,Males,30.5,EU-28
France,'14,Males,48.2,Extra-EU-28
France,'14,Males,40.3,Foreign country
France,'14,Males,15,Reporting country
France,'14,Total,31,EU-28
France,'14,Total,50.5,Extra-EU-28
France,'14,Total,42.4,Foreign country
France,'14,Total,16.4,Reporting country
France,'15,Females,32.7,EU-28
France,'15,Females,45.6,Extra-EU-28
France,'15,Females,40.5,Foreign country
France,'15,Females,16.3,Reporting country
France,'15,Males,27.8,EU-28
France,'15,Males,50,Extra-EU-28
France,'15,Males,39.4,Foreign country
France,'15,Males,14.7,Reporting country
France,'15,Total,30.2,EU-28
France,'15,Total,47.5,Extra-EU-28
France,'15,Total,40,Foreign country
France,'15,Total,15.5,Reporting country
Finland,'06,Females,38,Foreign country
Finland,'06,Females,18.5,Reporting country
Finland,'06,Males,42,Foreign country
Finland,'06,Males,16.6,Reporting country
Finland,'06,Total,40,Foreign country
Finland,'06,Total,17.6,Reporting country
Finland,'07,Females,40.5,Foreign country
Finland,'07,Females,19.2,Reporting country
Finland,'07,Males,40.4,Foreign country
Finland,'07,Males,16.1,Reporting country
Finland,'07,Total,40.4,Foreign country
Finland,'07,Total,17.7,Reporting country
Finland,'08,Females,43.9,Foreign country
Finland,'08,Females,19.2,Reporting country
Finland,'08,Males,38.1,Foreign country
Finland,'08,Males,15.8,Reporting country
Finland,'08,Total,41.1,Foreign country
Finland,'08,Total,17.6,Reporting country
Finland,'09,Females,33.7,EU-28
Finland,'09,Females,40.2,Extra-EU-28
Finland,'09,Females,38.1,Foreign country
Finland,'09,Females,18.6,Reporting country
Finland,'09,Males,15.4,EU-28
Finland,'09,Males,46.8,Extra-EU-28
Finland,'09,Males,33.9,Foreign country
Finland,'09,Males,15.8,Reporting country
Finland,'09,Total,23.7,EU-28
Finland,'09,Total,43.2,Extra-EU-28
Finland,'09,Total,36.1,Foreign country
Finland,'09,Total,17.3,Reporting country
Finland,'10,Females,25.3,EU-28
Finland,'10,Females,59.9,Extra-EU-28
Finland,'10,Females,47.2,Foreign country
Finland,'10,Females,17.7,Reporting country
Finland,'10,Males,15.2,EU-28
Finland,'10,Males,53.6,Extra-EU-28
Finland,'10,Males,38.9,Foreign country
Finland,'10,Males,16.3,Reporting country
Finland,'10,Total,20.4,EU-28
Finland,'10,Total,57,Extra-EU-28
Finland,'10,Total,43.3,Foreign country
Finland,'10,Total,17,Reporting country
Finland,'11,Females,35.9,EU-28
Finland,'11,Females,52.7,Extra-EU-28
Finland,'11,Females,47,Foreign country
Finland,'11,Females,18.6,Reporting country
Finland,'11,Males,10.5,EU-28
Finland,'11,Males,53,Extra-EU-28
Finland,'11,Males,35.6,Foreign country
Finland,'11,Males,17.1,Reporting country
Finland,'11,Total,22.7,EU-28
Finland,'11,Total,52.8,Extra-EU-28
Finland,'11,Total,41.6,Foreign country
Finland,'11,Total,17.9,Reporting country
Finland,'12,Females,30.3,EU-28
Finland,'12,Females,46.8,Extra-EU-28
Finland,'12,Females,41,Foreign country
Finland,'12,Females,17.9,Reporting country
Finland,'12,Males,11.6,EU-28
Finland,'12,Males,43.9,Extra-EU-28
Finland,'12,Males,31.2,Foreign country
Finland,'12,Males,16.9,Reporting country
Finland,'12,Total,20.5,EU-28
Finland,'12,Total,45.4,Extra-EU-28
Finland,'12,Total,36.1,Foreign country
Finland,'12,Total,17.4,Reporting country
Finland,'13,Females,34.9,EU-28
Finland,'13,Females,40,Extra-EU-28
Finland,'13,Females,38.3,Foreign country
Finland,'13,Females,16.6,Reporting country
Finland,'13,Males,18.8,EU-28
Finland,'13,Males,39.3,Extra-EU-28
Finland,'13,Males,29.6,Foreign country
Finland,'13,Males,16.2,Reporting country
Finland,'13,Total,25.2,EU-28
Finland,'13,Total,39.7,Extra-EU-28
Finland,'13,Total,33.8,Foreign country
Finland,'13,Total,16.4,Reporting country
Finland,'14,Females,25.1,EU-28
Finland,'14,Females,37.7,Extra-EU-28
Finland,'14,Females,32.5,Foreign country
Finland,'14,Females,17.8,Reporting country
Finland,'14,Males,18,EU-28
Finland,'14,Males,58.3,Extra-EU-28
Finland,'14,Males,39.6,Foreign country
Finland,'14,Males,16.7,Reporting country
Finland,'14,Total,20.9,EU-28
Finland,'14,Total,48.5,Extra-EU-28
Finland,'14,Total,36.4,Foreign country
Finland,'14,Total,17.2,Reporting country
Finland,'15,Females,28.9,EU-28
Finland,'15,Females,44,Extra-EU-28
Finland,'15,Females,38.1,Foreign country
Finland,'15,Females,16.7,Reporting country
Finland,'15,Males,24.7,EU-28
Finland,'15,Males,54.2,Extra-EU-28
Finland,'15,Males,39.6,Foreign country
Finland,'15,Males,16.6,Reporting country
Finland,'15,Total,26.6,EU-28
Finland,'15,Total,48.6,Extra-EU-28
Finland,'15,Total,38.8,Foreign country
Finland,'15,Total,16.7,Reporting country
Finland,'16,Females,26.3,EU-28
Finland,'16,Females,52.8,Extra-EU-28
Finland,'16,Females,42.5,Foreign country
Finland,'16,Females,16.3,Reporting country
Finland,'16,Males,24.6,EU-28
Finland,'16,Males,45.7,Extra-EU-28
Finland,'16,Males,35.2,Foreign country
Finland,'16,Males,16.6,Reporting country
Finland,'16,Total,25.4,EU-28
Finland,'16,Total,49.7,Extra-EU-28
Finland,'16,Total,38.9,Foreign country
Finland,'16,Total,16.4,Reporting country
EU-28,'10,Females,28.9,EU-28
EU-28,'10,Females,45.7,Extra-EU-28
EU-28,'10,Females,38.8,Foreign country
EU-28,'10,Females,23.5,Reporting country
EU-28,'10,Males,27.1,EU-28
EU-28,'10,Males,46.7,Extra-EU-28
EU-28,'10,Males,38.9,Foreign country
EU-28,'10,Males,20.5,Reporting country
EU-28,'10,Total,28,EU-28
EU-28,'10,Total,46.2,Extra-EU-28
EU-28,'10,Total,38.8,Foreign country
EU-28,'10,Total,22,Reporting country
EU-28,'11,Females,32.9,EU-28
EU-28,'11,Females,49.4,Extra-EU-28
EU-28,'11,Females,42.4,Foreign country
EU-28,'11,Females,24,Reporting country
EU-28,'11,Males,25.7,EU-28
EU-28,'11,Males,49.1,Extra-EU-28
EU-28,'11,Males,39.5,Foreign country
EU-28,'11,Males,21.2,Reporting country
EU-28,'11,Total,29.6,EU-28
EU-28,'11,Total,49.3,Extra-EU-28
EU-28,'11,Total,41,Foreign country
EU-28,'11,Total,22.7,Reporting country
EU-28,'12,Females,29.5,EU-28
EU-28,'12,Females,44.6,Extra-EU-28
EU-28,'12,Females,38.4,Foreign country
EU-28,'12,Females,24.4,Reporting country
EU-28,'12,Males,26,EU-28
EU-28,'12,Males,46,Extra-EU-28
EU-28,'12,Males,37.8,Foreign country
EU-28,'12,Males,21.9,Reporting country
EU-28,'12,Total,27.8,EU-28
EU-28,'12,Total,45.3,Extra-EU-28
EU-28,'12,Total,38.1,Foreign country
EU-28,'12,Total,23.2,Reporting country
EU-28,'13,Females,30,EU-28
EU-28,'13,Females,49.3,Extra-EU-28
EU-28,'13,Females,41,Foreign country
EU-28,'13,Females,24,Reporting country
EU-28,'13,Males,27.8,EU-28
EU-28,'13,Males,48.6,Extra-EU-28
EU-28,'13,Males,39.5,Foreign country
EU-28,'13,Males,21.6,Reporting country
EU-28,'13,Total,29,EU-28
EU-28,'13,Total,49,Extra-EU-28
EU-28,'13,Total,40.3,Foreign country
EU-28,'13,Total,22.9,Reporting country
EU-28,'14,Females,33.3,EU-28
EU-28,'14,Females,49.6,Extra-EU-28
EU-28,'14,Females,42.5,Foreign country
EU-28,'14,Females,23.7,Reporting country
EU-28,'14,Males,26.9,EU-28
EU-28,'14,Males,48.5,Extra-EU-28
EU-28,'14,Males,38.4,Foreign country
EU-28,'14,Males,21.5,Reporting country
EU-28,'14,Total,30.2,EU-28
EU-28,'14,Total,49.1,Extra-EU-28
EU-28,'14,Total,40.5,Foreign country
EU-28,'14,Total,22.7,Reporting country
EU-28,'15,Females,31.8,EU-28
EU-28,'15,Females,47,Extra-EU-28
EU-28,'15,Females,40,Foreign country
EU-28,'15,Females,22.9,Reporting country
EU-28,'15,Males,27.6,EU-28
EU-28,'15,Males,49.5,Extra-EU-28
EU-28,'15,Males,39.1,Foreign country
EU-28,'15,Males,21.1,Reporting country
EU-28,'15,Total,29.8,EU-28
EU-28,'15,Total,48.1,Extra-EU-28
EU-28,'15,Total,39.6,Foreign country
EU-28,'15,Total,22,Reporting country
Estonia,'06,Females,32.6,Foreign country
Estonia,'06,Females,22.2,Reporting country
Estonia,'06,Males,21.1,Foreign country
Estonia,'06,Males,17.7,Reporting country
Estonia,'06,Total,27.1,Foreign country
Estonia,'06,Total,20.2,Reporting country
Estonia,'07,Females,34,Foreign country
Estonia,'07,Females,23.4,Reporting country
Estonia,'07,Males,22.2,Foreign country
Estonia,'07,Males,18.5,Reporting country
Estonia,'07,Total,28.4,Foreign country
Estonia,'07,Total,21.2,Reporting country
Estonia,'08,Females,34.6,Foreign country
Estonia,'08,Females,23.7,Reporting country
Estonia,'08,Males,20.1,Foreign country
Estonia,'08,Males,18.4,Reporting country
Estonia,'08,Total,27.6,Foreign country
Estonia,'08,Total,21.4,Reporting country
Estonia,'09,Females,37,Extra-EU-28
Estonia,'09,Females,36.8,Foreign country
Estonia,'09,Females,23.9,Reporting country
Estonia,'09,Males,12.7,EU-28
Estonia,'09,Males,22.6,Extra-EU-28
Estonia,'09,Males,22.4,Foreign country
Estonia,'09,Males,19.5,Reporting country
Estonia,'09,Total,12.6,EU-28
Estonia,'09,Total,30,Extra-EU-28
Estonia,'09,Total,29.7,Foreign country
Estonia,'09,Total,21.9,Reporting country
Estonia,'10,Females,32.4,Extra-EU-28
Estonia,'10,Females,32.6,Foreign country
Estonia,'10,Females,19.8,Reporting country
Estonia,'10,Males,27.3,Extra-EU-28
Estonia,'10,Males,27,Foreign country
Estonia,'10,Males,19.3,Reporting country
Estonia,'10,Total,27.7,EU-28
Estonia,'10,Total,29.9,Extra-EU-28
Estonia,'10,Total,29.8,Foreign country
Estonia,'10,Total,19.6,Reporting country
Estonia,'11,Females,36.4,Extra-EU-28
Estonia,'11,Females,36.3,Foreign country
Estonia,'11,Females,20,Reporting country
Estonia,'11,Males,16.4,EU-28
Estonia,'11,Males,32.9,Extra-EU-28
Estonia,'11,Males,32.4,Foreign country
Estonia,'11,Males,20.9,Reporting country
Estonia,'11,Total,19.2,EU-28
Estonia,'11,Total,34.7,Extra-EU-28
Estonia,'11,Total,34.4,Foreign country
Estonia,'11,Total,20.4,Reporting country
Estonia,'12,Females,39.3,Extra-EU-28
Estonia,'12,Females,39.1,Foreign country
Estonia,'12,Females,22.1,Reporting country
Estonia,'12,Males,11.2,EU-28
Estonia,'12,Males,31.5,Extra-EU-28
Estonia,'12,Males,30.9,Foreign country
Estonia,'12,Males,20.6,Reporting country
Estonia,'12,Total,17.3,EU-28
Estonia,'12,Total,35.5,Extra-EU-28
Estonia,'12,Total,35.1,Foreign country
Estonia,'12,Total,21.4,Reporting country
Estonia,'13,Females,39.1,Extra-EU-28
Estonia,'13,Females,38.5,Foreign country
Estonia,'13,Females,22.9,Reporting country
Estonia,'13,Males,22.6,EU-28
Estonia,'13,Males,31.6,Extra-EU-28
Estonia,'13,Males,31.3,Foreign country
Estonia,'13,Males,20.1,Reporting country
Estonia,'13,Total,16,EU-28
Estonia,'13,Total,35.5,Extra-EU-28
Estonia,'13,Total,35,Foreign country
Estonia,'13,Total,21.7,Reporting country
Estonia,'14,Females,46.2,Extra-EU-28
Estonia,'14,Females,45.8,Foreign country
Estonia,'14,Females,25.2,Reporting country
Estonia,'14,Males,25.3,EU-28
Estonia,'14,Males,34.3,Extra-EU-28
Estonia,'14,Males,34.1,Foreign country
Estonia,'14,Males,22.2,Reporting country
Estonia,'14,Total,22.2,EU-28
Estonia,'14,Total,40.4,Extra-EU-28
Estonia,'14,Total,40.1,Foreign country
Estonia,'14,Total,23.8,Reporting country
Estonia,'15,Females,40.9,Extra-EU-28
Estonia,'15,Females,40.6,Foreign country
Estonia,'15,Females,24.4,Reporting country
Estonia,'15,Males,18.8,EU-28
Estonia,'15,Males,28.5,Extra-EU-28
Estonia,'15,Males,28.1,Foreign country
Estonia,'15,Males,20.9,Reporting country
Estonia,'15,Total,20.8,EU-28
Estonia,'15,Total,34.8,Extra-EU-28
Estonia,'15,Total,34.4,Foreign country
Estonia,'15,Total,22.8,Reporting country
Denmark,'06,Females,33.8,Foreign country
Denmark,'06,Females,18.1,Reporting country
Denmark,'06,Males,35.2,Foreign country
Denmark,'06,Males,15.4,Reporting country
Denmark,'06,Total,34.4,Foreign country
Denmark,'06,Total,16.8,Reporting country
Denmark,'07,Females,37.6,Foreign country
Denmark,'07,Females,17.7,Reporting country
Denmark,'07,Males,39.8,Foreign country
Denmark,'07,Males,16,Reporting country
Denmark,'07,Total,38.5,Foreign country
Denmark,'07,Total,16.8,Reporting country
Denmark,'08,Females,30.5,Foreign country
Denmark,'08,Females,17.6,Reporting country
Denmark,'08,Males,38.2,Foreign country
Denmark,'08,Males,16,Reporting country
Denmark,'08,Total,34.2,Foreign country
Denmark,'08,Total,16.8,Reporting country
Denmark,'09,Females,15.8,EU-28
Denmark,'09,Females,35.2,Extra-EU-28
Denmark,'09,Females,28.3,Foreign country
Denmark,'09,Females,19,Reporting country
Denmark,'09,Males,31.5,EU-28
Denmark,'09,Males,48.6,Extra-EU-28
Denmark,'09,Males,41.5,Foreign country
Denmark,'09,Males,17.1,Reporting country
Denmark,'09,Total,24,EU-28
Denmark,'09,Total,41.3,Extra-EU-28
Denmark,'09,Total,34.7,Foreign country
Denmark,'09,Total,18,Reporting country
Denmark,'10,Females,31.2,EU-28
Denmark,'10,Females,44,Extra-EU-28
Denmark,'10,Females,38.9,Foreign country
Denmark,'10,Females,19.2,Reporting country
Denmark,'10,Males,31.7,EU-28
Denmark,'10,Males,51.3,Extra-EU-28
Denmark,'10,Males,43.2,Foreign country
Denmark,'10,Males,17.4,Reporting country
Denmark,'10,Total,31.4,EU-28
Denmark,'10,Total,47.6,Extra-EU-28
Denmark,'10,Total,41.1,Foreign country
Denmark,'10,Total,18.3,Reporting country
Denmark,'11,Females,21.8,EU-28
Denmark,'11,Females,38.3,Extra-EU-28
Denmark,'11,Females,32.6,Foreign country
Denmark,'11,Females,17.9,Reporting country
Denmark,'11,Males,43.6,EU-28
Denmark,'11,Males,40.3,Extra-EU-28
Denmark,'11,Males,42,Foreign country
Denmark,'11,Males,16.8,Reporting country
Denmark,'11,Total,34,EU-28
Denmark,'11,Total,39.1,Extra-EU-28
Denmark,'11,Total,36.9,Foreign country
Denmark,'11,Total,17.4,Reporting country
Denmark,'12,Females,31.6,EU-28
Denmark,'12,Females,42.1,Extra-EU-28
Denmark,'12,Females,37.1,Foreign country
Denmark,'12,Females,17.5,Reporting country
Denmark,'12,Males,27.9,EU-28
Denmark,'12,Males,59.1,Extra-EU-28
Denmark,'12,Males,43.1,Foreign country
Denmark,'12,Males,17.2,Reporting country
Denmark,'12,Total,29.8,EU-28
Denmark,'12,Total,49.5,Extra-EU-28
Denmark,'12,Total,39.9,Foreign country
Denmark,'12,Total,17.4,Reporting country
Denmark,'13,Females,11,EU-28
Denmark,'13,Females,48,Extra-EU-28
Denmark,'13,Females,35.4,Foreign country
Denmark,'13,Females,18.9,Reporting country
Denmark,'13,Males,25.7,EU-28
Denmark,'13,Males,53.3,Extra-EU-28
Denmark,'13,Males,39.1,Foreign country
Denmark,'13,Males,17.8,Reporting country
Denmark,'13,Total,19.7,EU-28
Denmark,'13,Total,50.3,Extra-EU-28
Denmark,'13,Total,37.2,Foreign country
Denmark,'13,Total,18.4,Reporting country
Denmark,'14,Females,32.5,EU-28
Denmark,'14,Females,37,Extra-EU-28
Denmark,'14,Females,35.5,Foreign country
Denmark,'14,Females,18.3,Reporting country
Denmark,'14,Males,24.5,EU-28
Denmark,'14,Males,49.1,Extra-EU-28
Denmark,'14,Males,39,Foreign country
Denmark,'14,Males,17.8,Reporting country
Denmark,'14,Total,28.3,EU-28
Denmark,'14,Total,42.3,Extra-EU-28
Denmark,'14,Total,37.2,Foreign country
Denmark,'14,Total,18.1,Reporting country
Denmark,'15,Females,23.6,EU-28
Denmark,'15,Females,51.1,Extra-EU-28
Denmark,'15,Females,42.3,Foreign country
Denmark,'15,Females,17.2,Reporting country
Denmark,'15,Males,38.5,EU-28
Denmark,'15,Males,46.3,Extra-EU-28
Denmark,'15,Males,42.4,Foreign country
Denmark,'15,Males,17.2,Reporting country
Denmark,'15,Total,32.1,EU-28
Denmark,'15,Total,49.3,Extra-EU-28
Denmark,'15,Total,42.3,Foreign country
Denmark,'15,Total,17.2,Reporting country
Czech Republic,'06,Females,26.6,Foreign country
Czech Republic,'06,Females,18.5,Reporting country
Czech Republic,'06,Males,21.2,Foreign country
Czech Republic,'06,Males,15.1,Reporting country
Czech Republic,'06,Total,24.2,Foreign country
Czech Republic,'06,Total,16.9,Reporting country
Czech Republic,'07,Females,26,Foreign country
Czech Republic,'07,Females,16.4,Reporting country
Czech Republic,'07,Males,31.1,Foreign country
Czech Republic,'07,Males,12.1,Reporting country
Czech Republic,'07,Total,28.3,Foreign country
Czech Republic,'07,Total,14.4,Reporting country
Czech Republic,'08,Females,24.4,Foreign country
Czech Republic,'08,Females,17,Reporting country
Czech Republic,'08,Males,25.6,Foreign country
Czech Republic,'08,Males,11.7,Reporting country
Czech Republic,'08,Total,24.9,Foreign country
Czech Republic,'08,Total,14.5,Reporting country
Czech Republic,'09,Females,14.3,EU-28
Czech Republic,'09,Females,24.9,Extra-EU-28
Czech Republic,'09,Females,19.1,Foreign country
Czech Republic,'09,Females,15.4,Reporting country
Czech Republic,'09,Males,12,EU-28
Czech Republic,'09,Males,31.6,Extra-EU-28
Czech Republic,'09,Males,19.1,Foreign country
Czech Republic,'09,Males,10.9,Reporting country
Czech Republic,'09,Total,13.1,EU-28
Czech Republic,'09,Total,27.8,Extra-EU-28
Czech Republic,'09,Total,19.1,Foreign country
Czech Republic,'09,Total,13.2,Reporting country
Czech Republic,'10,Females,22.5,EU-28
Czech Republic,'10,Females,17.7,Extra-EU-28
Czech Republic,'10,Females,19.9,Foreign country
Czech Republic,'10,Females,15.3,Reporting country
Czech Republic,'10,Males,14.3,EU-28
Czech Republic,'10,Males,16.3,Extra-EU-28
Czech Republic,'10,Males,15.2,Foreign country
Czech Republic,'10,Males,11.2,Reporting country
Czech Republic,'10,Total,17.8,EU-28
Czech Republic,'10,Total,17,Extra-EU-28
Czech Republic,'10,Total,17.4,Foreign country
Czech Republic,'10,Total,13.3,Reporting country
Czech Republic,'11,Females,38.5,EU-28
Czech Republic,'11,Females,15.7,Extra-EU-28
Czech Republic,'11,Females,26.7,Foreign country
Czech Republic,'11,Females,16.3,Reporting country
Czech Republic,'11,Males,19.2,EU-28
Czech Republic,'11,Males,15.6,Extra-EU-28
Czech Republic,'11,Males,17.3,Foreign country
Czech Republic,'11,Males,11.9,Reporting country
Czech Republic,'11,Total,27.8,EU-28
Czech Republic,'11,Total,15.6,Extra-EU-28
Czech Republic,'11,Total,21.5,Foreign country
Czech Republic,'11,Total,14.2,Reporting country
Czech Republic,'12,Females,23.8,EU-28
Czech Republic,'12,Females,30.2,Extra-EU-28
Czech Republic,'12,Females,27,Foreign country
Czech Republic,'12,Females,16.5,Reporting country
Czech Republic,'12,Males,18.3,EU-28
Czech Republic,'12,Males,38.7,Extra-EU-28
Czech Republic,'12,Males,28.4,Foreign country
Czech Republic,'12,Males,12.1,Reporting country
Czech Republic,'12,Total,20.8,EU-28
Czech Republic,'12,Total,34.8,Extra-EU-28
Czech Republic,'12,Total,27.8,Foreign country
Czech Republic,'12,Total,14.4,Reporting country
Czech Republic,'13,Females,18.1,EU-28
Czech Republic,'13,Females,29.2,Extra-EU-28
Czech Republic,'13,Females,23.5,Foreign country
Czech Republic,'13,Females,16.1,Reporting country
Czech Republic,'13,Males,13.5,EU-28
Czech Republic,'13,Males,32,Extra-EU-28
Czech Republic,'13,Males,22.7,Foreign country
Czech Republic,'13,Males,12,Reporting country
Czech Republic,'13,Total,15.6,EU-28
Czech Republic,'13,Total,30.8,Extra-EU-28
Czech Republic,'13,Total,23.1,Foreign country
Czech Republic,'13,Total,14.1,Reporting country
Czech Republic,'14,Females,29,EU-28
Czech Republic,'14,Females,14.1,Extra-EU-28
Czech Republic,'14,Females,21.5,Foreign country
Czech Republic,'14,Females,15.7,Reporting country
Czech Republic,'14,Males,27.2,EU-28
Czech Republic,'14,Males,19.6,Extra-EU-28
Czech Republic,'14,Males,23.5,Foreign country
Czech Republic,'14,Males,11.5,Reporting country
Czech Republic,'14,Total,28.1,EU-28
Czech Republic,'14,Total,16.8,Extra-EU-28
Czech Republic,'14,Total,22.5,Foreign country
Czech Republic,'14,Total,13.7,Reporting country
Czech Republic,'15,Females,14.2,EU-28
Czech Republic,'15,Females,15.3,Extra-EU-28
Czech Republic,'15,Females,14.8,Foreign country
Czech Republic,'15,Females,14.8,Reporting country
Czech Republic,'15,Males,19.5,EU-28
