Host Country,Year,Sex,Employment %,COC
No Data,-,-,0,-
United Kingdom,'06,Females,68.9,EU-28
United Kingdom,'06,Females,53.5,Extra-EU-28
United Kingdom,'06,Females,59.3,Foreign country
United Kingdom,'06,Females,69.3,Reporting country
United Kingdom,'06,Females,68.6,Total
United Kingdom,'06,Males,84.2,EU-28
United Kingdom,'06,Males,76.9,Extra-EU-28
United Kingdom,'06,Males,79.7,Foreign country
United Kingdom,'06,Males,82.3,Reporting country
United Kingdom,'06,Males,82.1,Total
United Kingdom,'06,Total,76.5,EU-28
United Kingdom,'06,Total,64.8,Extra-EU-28
United Kingdom,'06,Total,69.3,Foreign country
United Kingdom,'06,Total,75.7,Reporting country
United Kingdom,'06,Total,75.2,Total
United Kingdom,'07,Females,69.8,EU-28
United Kingdom,'07,Females,51,Extra-EU-28
United Kingdom,'07,Females,58.7,Foreign country
United Kingdom,'07,Females,69.3,Reporting country
United Kingdom,'07,Females,68.4,Total
United Kingdom,'07,Males,86.6,EU-28
United Kingdom,'07,Males,76.8,Extra-EU-28
United Kingdom,'07,Males,81,Foreign country
United Kingdom,'07,Males,82.3,Reporting country
United Kingdom,'07,Males,82.2,Total
United Kingdom,'07,Total,78.3,EU-28
United Kingdom,'07,Total,63.7,Extra-EU-28
United Kingdom,'07,Total,69.8,Foreign country
United Kingdom,'07,Total,75.7,Reporting country
United Kingdom,'07,Total,75.2,Total
United Kingdom,'08,Females,70.4,EU-28
United Kingdom,'08,Females,53.1,Extra-EU-28
United Kingdom,'08,Females,60.3,Foreign country
United Kingdom,'08,Females,69.6,Reporting country
United Kingdom,'08,Females,68.8,Total
United Kingdom,'08,Males,87.9,EU-28
United Kingdom,'08,Males,77.3,Extra-EU-28
United Kingdom,'08,Males,81.7,Foreign country
United Kingdom,'08,Males,81.9,Reporting country
United Kingdom,'08,Males,81.9,Total
United Kingdom,'08,Total,79,EU-28
United Kingdom,'08,Total,64.9,Extra-EU-28
United Kingdom,'08,Total,70.9,Foreign country
United Kingdom,'08,Total,75.7,Reporting country
United Kingdom,'08,Total,75.2,Total
United Kingdom,'09,Females,70.2,EU-28
United Kingdom,'09,Females,53.3,Extra-EU-28
United Kingdom,'09,Females,60.6,Foreign country
United Kingdom,'09,Females,68.9,Reporting country
United Kingdom,'09,Females,68.2,Total
United Kingdom,'09,Males,86.2,EU-28
United Kingdom,'09,Males,73.1,Extra-EU-28
United Kingdom,'09,Males,78.6,Foreign country
United Kingdom,'09,Males,79.8,Reporting country
United Kingdom,'09,Males,79.7,Total
United Kingdom,'09,Total,77.9,EU-28
United Kingdom,'09,Total,63,Extra-EU-28
United Kingdom,'09,Total,69.4,Foreign country
United Kingdom,'09,Total,74.3,Reporting country
United Kingdom,'09,Total,73.9,Total
United Kingdom,'10,Females,70.6,EU-28
United Kingdom,'10,Females,52.7,Extra-EU-28
United Kingdom,'10,Females,60.9,Foreign country
United Kingdom,'10,Females,68.6,Reporting country
United Kingdom,'10,Females,67.9,Total
United Kingdom,'10,Males,85.4,EU-28
United Kingdom,'10,Males,74.7,Extra-EU-28
United Kingdom,'10,Males,79.6,Foreign country
United Kingdom,'10,Males,79.4,Reporting country
United Kingdom,'10,Males,79.3,Total
United Kingdom,'10,Total,77.8,EU-28
United Kingdom,'10,Total,63.4,Extra-EU-28
United Kingdom,'10,Total,69.9,Foreign country
United Kingdom,'10,Total,74,Reporting country
United Kingdom,'10,Total,73.5,Total
United Kingdom,'11,Females,72.2,EU-28
United Kingdom,'11,Females,51,Extra-EU-28
United Kingdom,'11,Females,61.2,Foreign country
United Kingdom,'11,Females,68.6,Reporting country
United Kingdom,'11,Females,67.8,Total
United Kingdom,'11,Males,85.4,EU-28
United Kingdom,'11,Males,73.7,Extra-EU-28
United Kingdom,'11,Males,78.9,Foreign country
United Kingdom,'11,Males,79.4,Reporting country
United Kingdom,'11,Males,79.3,Total
United Kingdom,'11,Total,78.3,EU-28
United Kingdom,'11,Total,62.3,Extra-EU-28
United Kingdom,'11,Total,69.7,Foreign country
United Kingdom,'11,Total,73.9,Reporting country
United Kingdom,'11,Total,73.5,Total
United Kingdom,'12,Females,70.8,EU-28
United Kingdom,'12,Females,49.8,Extra-EU-28
United Kingdom,'12,Females,60.1,Foreign country
United Kingdom,'12,Females,69.3,Reporting country
United Kingdom,'12,Females,68.4,Total
United Kingdom,'12,Males,86.6,EU-28
United Kingdom,'12,Males,73.7,Extra-EU-28
United Kingdom,'12,Males,79.8,Foreign country
United Kingdom,'12,Males,80,Reporting country
United Kingdom,'12,Males,80,Total
United Kingdom,'12,Total,78.3,EU-28
United Kingdom,'12,Total,61.5,Extra-EU-28
United Kingdom,'12,Total,69.5,Foreign country
United Kingdom,'12,Total,74.6,Reporting country
United Kingdom,'12,Total,74.1,Total
United Kingdom,'13,Females,71.9,EU-28
United Kingdom,'13,Females,51.9,Extra-EU-28
United Kingdom,'13,Females,61.9,Foreign country
United Kingdom,'13,Females,70.1,Reporting country
United Kingdom,'13,Females,69.3,Total
United Kingdom,'13,Males,87,EU-28
United Kingdom,'13,Males,72.3,Extra-EU-28
United Kingdom,'13,Males,79.5,Foreign country
United Kingdom,'13,Males,80.5,Reporting country
United Kingdom,'13,Males,80.4,Total
United Kingdom,'13,Total,79.1,EU-28
United Kingdom,'13,Total,61.8,Extra-EU-28
United Kingdom,'13,Total,70.3,Foreign country
United Kingdom,'13,Total,75.3,Reporting country
United Kingdom,'13,Total,74.8,Total
United Kingdom,'14,Females,73.7,EU-28
United Kingdom,'14,Females,50.9,Extra-EU-28
United Kingdom,'14,Females,63.2,Foreign country
United Kingdom,'14,Females,71.5,Reporting country
United Kingdom,'14,Females,70.6,Total
United Kingdom,'14,Males,88.5,EU-28
United Kingdom,'14,Males,74.9,Extra-EU-28
United Kingdom,'14,Males,81.9,Foreign country
United Kingdom,'14,Males,81.9,Reporting country
United Kingdom,'14,Males,81.9,Total
United Kingdom,'14,Total,80.7,EU-28
United Kingdom,'14,Total,62.7,Extra-EU-28
United Kingdom,'14,Total,72.2,Foreign country
United Kingdom,'14,Total,76.6,Reporting country
United Kingdom,'14,Total,76.2,Total
United Kingdom,'15,Females,76.3,EU-28
United Kingdom,'15,Females,52.5,Extra-EU-28
United Kingdom,'15,Females,66,Foreign country
United Kingdom,'15,Females,72,Reporting country
United Kingdom,'15,Females,71.3,Total
United Kingdom,'15,Males,88.2,EU-28
United Kingdom,'15,Males,74.8,Extra-EU-28
United Kingdom,'15,Males,82.3,Foreign country
United Kingdom,'15,Males,82.5,Reporting country
United Kingdom,'15,Males,82.5,Total
United Kingdom,'15,Total,82,EU-28
United Kingdom,'15,Total,63.4,Extra-EU-28
United Kingdom,'15,Total,73.8,Foreign country
United Kingdom,'15,Total,77.2,Reporting country
United Kingdom,'15,Total,76.8,Total
United Kingdom,'16,Females,74.6,EU-28
United Kingdom,'16,Females,52.4,Extra-EU-28
United Kingdom,'16,Females,65.4,Foreign country
United Kingdom,'16,Females,73,Reporting country
United Kingdom,'16,Females,72.1,Total
United Kingdom,'16,Males,90.2,EU-28
United Kingdom,'16,Males,75.8,Extra-EU-28
United Kingdom,'16,Males,84.3,Foreign country
United Kingdom,'16,Males,82.9,Reporting country
United Kingdom,'16,Males,83.1,Total
United Kingdom,'16,Total,82.2,EU-28
United Kingdom,'16,Total,63.6,Extra-EU-28
United Kingdom,'16,Total,74.5,Foreign country
United Kingdom,'16,Total,78,Reporting country
United Kingdom,'16,Total,77.6,Total
Turkey,'06,Females,24,Total
Turkey,'06,Males,73.2,Total
Turkey,'06,Total,48.2,Total
Turkey,'07,Females,24.2,Total
Turkey,'07,Males,73,Total
Turkey,'07,Total,48.2,Total
Turkey,'08,Females,24.9,Total
Turkey,'08,Males,72.7,Total
Turkey,'08,Total,48.4,Total
Turkey,'09,Females,25.8,Total
Turkey,'09,Males,70.4,Total
Turkey,'09,Total,47.8,Total
Turkey,'10,Females,28,Total
Turkey,'10,Males,72.7,Total
Turkey,'10,Total,50,Total
Turkey,'11,Females,29.7,Total
Turkey,'11,Males,75.1,Total
Turkey,'11,Total,52.2,Total
Turkey,'12,Females,30.9,Total
Turkey,'12,Males,75,Total
Turkey,'12,Total,52.8,Total
Turkey,'13,Females,31.8,Total
Turkey,'13,Males,75.3,Total
Turkey,'13,Total,53.4,Total
Turkey,'14,Females,31.6,Total
Turkey,'14,Males,75,Total
Turkey,'14,Total,53.2,Total
Turkey,'15,Females,32.5,Total
Turkey,'15,Males,75.3,Total
Turkey,'15,Total,53.9,Total
Turkey,'16,Females,33.2,Total
Turkey,'16,Males,75.5,Total
Turkey,'16,Total,54.4,Total
Switzerland,'06,Females,72.8,EU-28
Switzerland,'06,Females,53.8,Extra-EU-28
Switzerland,'06,Females,65,Foreign country
Switzerland,'06,Females,75.5,Reporting country
Switzerland,'06,Females,73.2,Total
Switzerland,'06,Males,86.6,EU-28
Switzerland,'06,Males,78.8,Extra-EU-28
Switzerland,'06,Males,83.8,Foreign country
Switzerland,'06,Males,89.1,Reporting country
Switzerland,'06,Males,87.8,Total
Switzerland,'06,Total,80.5,EU-28
Switzerland,'06,Total,66.2,Extra-EU-28
Switzerland,'06,Total,75.1,Foreign country
Switzerland,'06,Total,82.2,Reporting country
Switzerland,'06,Total,80.5,Total
Switzerland,'07,Females,73.9,EU-28
Switzerland,'07,Females,54.6,Extra-EU-28
Switzerland,'07,Females,66,Foreign country
Switzerland,'07,Females,76.1,Reporting country
Switzerland,'07,Females,73.9,Total
Switzerland,'07,Males,88.9,EU-28
Switzerland,'07,Males,80.3,Extra-EU-28
Switzerland,'07,Males,85.9,Foreign country
Switzerland,'07,Males,89.6,Reporting country
Switzerland,'07,Males,88.7,Total
Switzerland,'07,Total,82.3,EU-28
Switzerland,'07,Total,67.3,Extra-EU-28
Switzerland,'07,Total,76.6,Foreign country
Switzerland,'07,Total,82.8,Reporting country
Switzerland,'07,Total,81.3,Total
Switzerland,'08,Females,76.9,EU-28
Switzerland,'08,Females,56.5,Extra-EU-28
Switzerland,'08,Females,68.7,Foreign country
Switzerland,'08,Females,78.1,Reporting country
Switzerland,'08,Females,76,Total
Switzerland,'08,Males,89,EU-28
Switzerland,'08,Males,81.5,Extra-EU-28
Switzerland,'08,Males,86.5,Foreign country
Switzerland,'08,Males,89.3,Reporting country
Switzerland,'08,Males,88.5,Total
Switzerland,'08,Total,83.6,EU-28
Switzerland,'08,Total,68.8,Extra-EU-28
Switzerland,'08,Total,78.2,Foreign country
Switzerland,'08,Total,83.6,Reporting country
Switzerland,'08,Total,82.3,Total
Switzerland,'09,Females,77.5,EU-28
Switzerland,'09,Females,54.4,Extra-EU-28
Switzerland,'09,Females,68.7,Foreign country
Switzerland,'09,Females,77.7,Reporting country
Switzerland,'09,Females,75.6,Total
Switzerland,'09,Males,89.4,EU-28
Switzerland,'09,Males,79.2,Extra-EU-28
Switzerland,'09,Males,86.2,Foreign country
Switzerland,'09,Males,88.2,Reporting country
Switzerland,'09,Males,87.7,Total
Switzerland,'09,Total,84.2,EU-28
Switzerland,'09,Total,66.6,Extra-EU-28
Switzerland,'09,Total,78.1,Foreign country
Switzerland,'09,Total,82.8,Reporting country
Switzerland,'09,Total,81.7,Total
Switzerland,'10,Females,75.5,EU-28
Switzerland,'10,Females,52,Extra-EU-28
Switzerland,'10,Females,66.6,Foreign country
Switzerland,'10,Females,77,Reporting country
Switzerland,'10,Females,74.6,Total
Switzerland,'10,Males,87.9,EU-28
Switzerland,'10,Males,78.3,Extra-EU-28
Switzerland,'10,Males,84.9,Foreign country
Switzerland,'10,Males,88.6,Reporting country
Switzerland,'10,Males,87.6,Total
Switzerland,'10,Total,82.5,EU-28
Switzerland,'10,Total,64.9,Extra-EU-28
Switzerland,'10,Total,76.4,Foreign country
Switzerland,'10,Total,82.7,Reporting country
Switzerland,'10,Total,81.1,Total
Switzerland,'11,Females,76.3,EU-28
Switzerland,'11,Females,53.4,Extra-EU-28
Switzerland,'11,Females,67.6,Foreign country
Switzerland,'11,Females,77.9,Reporting country
Switzerland,'11,Females,75.4,Total
Switzerland,'11,Males,89.1,EU-28
Switzerland,'11,Males,79.6,Extra-EU-28
Switzerland,'11,Males,86.2,Foreign country
Switzerland,'11,Males,88.9,Reporting country
Switzerland,'11,Males,88.2,Total
Switzerland,'11,Total,83.5,EU-28
Switzerland,'11,Total,66.1,Extra-EU-28
Switzerland,'11,Total,77.6,Foreign country
Switzerland,'11,Total,83.3,Reporting country
Switzerland,'11,Total,81.8,Total
Switzerland,'12,Females,77.7,EU-28
Switzerland,'12,Females,55,Extra-EU-28
Switzerland,'12,Females,69.3,Foreign country
Switzerland,'12,Females,78.2,Reporting country
Switzerland,'12,Females,76,Total
Switzerland,'12,Males,88.8,EU-28
Switzerland,'12,Males,79,Extra-EU-28
Switzerland,'12,Males,85.9,Foreign country
Switzerland,'12,Males,88.7,Reporting country
Switzerland,'12,Males,87.9,Total
Switzerland,'12,Total,84,EU-28
Switzerland,'12,Total,66.7,Extra-EU-28
Switzerland,'12,Total,78.2,Foreign country
Switzerland,'12,Total,83.4,Reporting country
Switzerland,'12,Total,82,Total
Switzerland,'13,Females,77.9,EU-28
Switzerland,'13,Females,54.7,Extra-EU-28
Switzerland,'13,Females,69.4,Foreign country
Switzerland,'13,Females,79,Reporting country
Switzerland,'13,Females,76.6,Total
Switzerland,'13,Males,88.3,EU-28
Switzerland,'13,Males,77.1,Extra-EU-28
Switzerland,'13,Males,85,Foreign country
Switzerland,'13,Males,88.3,Reporting country
Switzerland,'13,Males,87.4,Total
Switzerland,'13,Total,83.8,EU-28
Switzerland,'13,Total,65.4,Extra-EU-28
Switzerland,'13,Total,77.7,Foreign country
Switzerland,'13,Total,83.6,Reporting country
Switzerland,'13,Total,82.1,Total
Switzerland,'14,Females,78.6,EU-28
Switzerland,'14,Females,53.4,Extra-EU-28
Switzerland,'14,Females,69.5,Foreign country
Switzerland,'14,Females,80.1,Reporting country
Switzerland,'14,Females,77.4,Total
Switzerland,'14,Males,88.6,EU-28
Switzerland,'14,Males,78.3,Extra-EU-28
Switzerland,'14,Males,85.6,Foreign country
Switzerland,'14,Males,87.7,Reporting country
Switzerland,'14,Males,87.1,Total
Switzerland,'14,Total,84.2,EU-28
Switzerland,'14,Total,65.3,Extra-EU-28
Switzerland,'14,Total,78.1,Foreign country
Switzerland,'14,Total,83.9,Reporting country
Switzerland,'14,Total,82.3,Total
Switzerland,'15,Females,78.9,EU-28
Switzerland,'15,Females,52.7,Extra-EU-28
Switzerland,'15,Females,69.5,Foreign country
Switzerland,'15,Females,81.2,Reporting country
Switzerland,'15,Females,78.2,Total
Switzerland,'15,Males,88.4,EU-28
Switzerland,'15,Males,78.3,Extra-EU-28
Switzerland,'15,Males,85.5,Foreign country
Switzerland,'15,Males,88.1,Reporting country
Switzerland,'15,Males,87.3,Total
Switzerland,'15,Total,84.2,EU-28
Switzerland,'15,Total,65,Extra-EU-28
Switzerland,'15,Total,78,Foreign country
Switzerland,'15,Total,84.6,Reporting country
Switzerland,'15,Total,82.8,Total
Switzerland,'16,Females,79.8,EU-28
Switzerland,'16,Females,55.2,Extra-EU-28
Switzerland,'16,Females,71,Foreign country
Switzerland,'16,Females,81.7,Reporting country
Switzerland,'16,Females,78.9,Total
Switzerland,'16,Males,88,EU-28
Switzerland,'16,Males,78.1,Extra-EU-28
Switzerland,'16,Males,85.1,Foreign country
Switzerland,'16,Males,88.8,Reporting country
Switzerland,'16,Males,87.7,Total
Switzerland,'16,Total,84.4,EU-28
Switzerland,'16,Total,66.2,Extra-EU-28
Switzerland,'16,Total,78.5,Foreign country
Switzerland,'16,Total,85.2,Reporting country
Switzerland,'16,Total,83.3,Total
Sweden,'06,Females,70,EU-28
Sweden,'06,Females,43.4,Extra-EU-28
Sweden,'06,Females,55.9,Foreign country
Sweden,'06,Females,77.1,Reporting country
Sweden,'06,Females,75.8,Total
Sweden,'06,Males,77.4,EU-28
Sweden,'06,Males,59.3,Extra-EU-28
Sweden,'06,Males,68.1,Foreign country
Sweden,'06,Males,82.4,Reporting country
Sweden,'06,Males,81.7,Total
Sweden,'06,Total,73.7,EU-28
Sweden,'06,Total,51,Extra-EU-28
Sweden,'06,Total,61.8,Foreign country
Sweden,'06,Total,79.8,Reporting country
Sweden,'06,Total,78.8,Total
Sweden,'07,Females,69.4,EU-28
Sweden,'07,Females,45.1,Extra-EU-28
Sweden,'07,Females,57.5,Foreign country
Sweden,'07,Females,78.2,Reporting country
Sweden,'07,Females,77.1,Total
Sweden,'07,Males,76.9,EU-28
Sweden,'07,Males,62.8,Extra-EU-28
Sweden,'07,Males,69.7,Foreign country
Sweden,'07,Males,83.8,Reporting country
Sweden,'07,Males,83.1,Total
Sweden,'07,Total,72.9,EU-28
Sweden,'07,Total,53.8,Extra-EU-28
Sweden,'07,Total,63.3,Foreign country
Sweden,'07,Total,81,Reporting country
Sweden,'07,Total,80.1,Total
Sweden,'08,Females,71.9,EU-28
Sweden,'08,Females,44.7,Extra-EU-28
Sweden,'08,Females,58.1,Foreign country
Sweden,'08,Females,78.3,Reporting country
Sweden,'08,Females,77.2,Total
Sweden,'08,Males,79.9,EU-28
Sweden,'08,Males,62.6,Extra-EU-28
Sweden,'08,Males,71.3,Foreign country
Sweden,'08,Males,84.2,Reporting country
Sweden,'08,Males,83.5,Total
Sweden,'08,Total,75.9,EU-28
Sweden,'08,Total,53.5,Extra-EU-28
Sweden,'08,Total,64.7,Foreign country
Sweden,'08,Total,81.3,Reporting country
Sweden,'08,Total,80.4,Total
Sweden,'09,Females,72.7,EU-28
Sweden,'09,Females,41.9,Extra-EU-28
Sweden,'09,Females,56.6,Foreign country
Sweden,'09,Females,77.1,Reporting country
Sweden,'09,Females,75.7,Total
Sweden,'09,Males,80.5,EU-28
Sweden,'09,Males,57.9,Extra-EU-28
Sweden,'09,Males,69.3,Foreign country
Sweden,'09,Males,81.7,Reporting country
Sweden,'09,Males,80.9,Total
Sweden,'09,Total,76.7,EU-28
Sweden,'09,Total,49.7,Extra-EU-28
Sweden,'09,Total,62.9,Foreign country
Sweden,'09,Total,79.4,Reporting country
Sweden,'09,Total,78.3,Total
Sweden,'10,Females,69.3,EU-28
Sweden,'10,Females,37.9,Extra-EU-28
Sweden,'10,Females,52.1,Foreign country
Sweden,'10,Females,76.7,Reporting country
Sweden,'10,Females,75,Total
Sweden,'10,Males,81,EU-28
Sweden,'10,Males,58.6,Extra-EU-28
Sweden,'10,Males,69.3,Foreign country
Sweden,'10,Males,81.9,Reporting country
Sweden,'10,Males,81.1,Total
Sweden,'10,Total,75.2,EU-28
Sweden,'10,Total,47.8,Extra-EU-28
Sweden,'10,Total,60.6,Foreign country
Sweden,'10,Total,79.3,Reporting country
Sweden,'10,Total,78.1,Total
Sweden,'11,Females,69.2,EU-28
Sweden,'11,Females,36.8,Extra-EU-28
Sweden,'11,Females,50.4,Foreign country
Sweden,'11,Females,78.4,Reporting country
Sweden,'11,Females,76.5,Total
Sweden,'11,Males,81.3,EU-28
Sweden,'11,Males,57.4,Extra-EU-28
Sweden,'11,Males,67.8,Foreign country
Sweden,'11,Males,83.2,Reporting country
Sweden,'11,Males,82.1,Total
Sweden,'11,Total,75.3,EU-28
Sweden,'11,Total,47,Extra-EU-28
Sweden,'11,Total,59.1,Foreign country
Sweden,'11,Total,80.8,Reporting country
Sweden,'11,Total,79.4,Total
Sweden,'12,Females,70,EU-28
Sweden,'12,Females,38.6,Extra-EU-28
Sweden,'12,Females,51.4,Foreign country
Sweden,'12,Females,78.7,Reporting country
Sweden,'12,Females,76.8,Total
Sweden,'12,Males,79.4,EU-28
Sweden,'12,Males,57.3,Extra-EU-28
Sweden,'12,Males,67,Foreign country
Sweden,'12,Males,83,Reporting country
Sweden,'12,Males,81.9,Total
Sweden,'12,Total,74.9,EU-28
Sweden,'12,Total,47.7,Extra-EU-28
Sweden,'12,Total,59.2,Foreign country
Sweden,'12,Total,80.9,Reporting country
Sweden,'12,Total,79.4,Total
Sweden,'13,Females,70.8,EU-28
Sweden,'13,Females,41.1,Extra-EU-28
Sweden,'13,Females,53.8,Foreign country
Sweden,'13,Females,79.1,Reporting country
Sweden,'13,Females,77.2,Total
Sweden,'13,Males,79.8,EU-28
Sweden,'13,Males,59.1,Extra-EU-28
Sweden,'13,Males,68,Foreign country
Sweden,'13,Males,83.4,Reporting country
Sweden,'13,Males,82.2,Total
Sweden,'13,Total,75.3,EU-28
Sweden,'13,Total,50.1,Extra-EU-28
Sweden,'13,Total,61,Foreign country
Sweden,'13,Total,81.3,Reporting country
Sweden,'13,Total,79.8,Total
Sweden,'14,Females,71.9,EU-28
Sweden,'14,Females,42.9,Extra-EU-28
Sweden,'14,Females,55.1,Foreign country
Sweden,'14,Females,79.6,Reporting country
Sweden,'14,Females,77.6,Total
Sweden,'14,Males,81.8,EU-28
Sweden,'14,Males,60.4,Extra-EU-28
Sweden,'14,Males,69.3,Foreign country
Sweden,'14,Males,83.3,Reporting country
Sweden,'14,Males,82.2,Total
Sweden,'14,Total,76.8,EU-28
Sweden,'14,Total,51.5,Extra-EU-28
Sweden,'14,Total,62.1,Foreign country
Sweden,'14,Total,81.5,Reporting country
Sweden,'14,Total,80,Total
Sweden,'15,Females,72.5,EU-28
Sweden,'15,Females,43,Extra-EU-28
Sweden,'15,Females,54.6,Foreign country
Sweden,'15,Females,80.4,Reporting country
Sweden,'15,Females,78.3,Total
Sweden,'15,Males,85.2,EU-28
Sweden,'15,Males,58.4,Extra-EU-28
Sweden,'15,Males,68.8,Foreign country
Sweden,'15,Males,83.7,Reporting country
Sweden,'15,Males,82.5,Total
Sweden,'15,Total,78.8,EU-28
Sweden,'15,Total,50.7,Extra-EU-28
Sweden,'15,Total,61.7,Foreign country
Sweden,'15,Total,82.1,Reporting country
Sweden,'15,Total,80.5,Total
Sweden,'16,Females,74,EU-28
Sweden,'16,Females,42.8,Extra-EU-28
Sweden,'16,Females,54.2,Foreign country
Sweden,'16,Females,81.5,Reporting country
Sweden,'16,Females,79.2,Total
Sweden,'16,Males,82.1,EU-28
Sweden,'16,Males,59.8,Extra-EU-28
Sweden,'16,Males,67.9,Foreign country
Sweden,'16,Males,84.6,Reporting country
Sweden,'16,Males,83,Total
Sweden,'16,Total,78.2,EU-28
Sweden,'16,Total,51.6,Extra-EU-28
Sweden,'16,Total,61.3,Foreign country
Sweden,'16,Total,83.1,Reporting country
Sweden,'16,Total,81.2,Total
Spain,'06,Females,64.5,EU-28
Spain,'06,Females,63.9,Extra-EU-28
Spain,'06,Females,64.1,Foreign country
Spain,'06,Females,56.2,Reporting country
Spain,'06,Females,57.1,Total
Spain,'06,Males,82.3,EU-28
Spain,'06,Males,85.5,Extra-EU-28
Spain,'06,Males,84.6,Foreign country
Spain,'06,Males,80.2,Reporting country
Spain,'06,Males,80.7,Total
Spain,'06,Total,73.5,EU-28
Spain,'06,Total,74.9,Extra-EU-28
Spain,'06,Total,74.4,Foreign country
Spain,'06,Total,68.3,Reporting country
Spain,'06,Total,69,Total
Spain,'07,Females,62.5,EU-28
Spain,'07,Females,64.1,Extra-EU-28
Spain,'07,Females,63.6,Foreign country
Spain,'07,Females,57.9,Reporting country
Spain,'07,Females,58.6,Total
Spain,'07,Males,81,EU-28
Spain,'07,Males,83.3,Extra-EU-28
Spain,'07,Males,82.6,Foreign country
Spain,'07,Males,80.3,Reporting country
Spain,'07,Males,80.6,Total
Spain,'07,Total,71.8,EU-28
Spain,'07,Total,73.7,Extra-EU-28
Spain,'07,Total,73.1,Foreign country
Spain,'07,Total,69.2,Reporting country
Spain,'07,Total,69.7,Total
Spain,'08,Females,58.9,EU-28
Spain,'08,Females,63.7,Extra-EU-28
Spain,'08,Females,62.2,Foreign country
Spain,'08,Females,58.3,Reporting country
Spain,'08,Females,58.9,Total
Spain,'08,Males,78.6,EU-28
Spain,'08,Males,75.9,Extra-EU-28
Spain,'08,Males,76.8,Foreign country
Spain,'08,Males,78.1,Reporting country
Spain,'08,Males,77.9,Total
Spain,'08,Total,68.8,EU-28
Spain,'08,Total,69.9,Extra-EU-28
Spain,'08,Total,69.6,Foreign country
Spain,'08,Total,68.3,Reporting country
Spain,'08,Total,68.5,Total
Spain,'09,Females,58.6,EU-28
Spain,'09,Females,57.4,Extra-EU-28
Spain,'09,Females,57.7,Foreign country
Spain,'09,Females,56.6,Reporting country
Spain,'09,Females,56.8,Total
Spain,'09,Males,68.6,EU-28
Spain,'09,Males,61.8,Extra-EU-28
Spain,'09,Males,63.9,Foreign country
Spain,'09,Males,72.1,Reporting country
Spain,'09,Males,71,Total
Spain,'09,Total,63.6,EU-28
Spain,'09,Total,59.6,Extra-EU-28
Spain,'09,Total,60.8,Foreign country
Spain,'09,Total,64.5,Reporting country
Spain,'09,Total,64,Total
Spain,'10,Females,55.6,EU-28
Spain,'10,Females,57.6,Extra-EU-28
Spain,'10,Females,57,Foreign country
Spain,'10,Females,56.2,Reporting country
Spain,'10,Females,56.3,Total
Spain,'10,Males,66,EU-28
Spain,'10,Males,61.5,Extra-EU-28
Spain,'10,Males,62.9,Foreign country
Spain,'10,Males,70.2,Reporting country
Spain,'10,Males,69.2,Total
Spain,'10,Total,60.8,EU-28
Spain,'10,Total,59.5,Extra-EU-28
Spain,'10,Total,59.9,Foreign country
Spain,'10,Total,63.3,Reporting country
Spain,'10,Total,62.8,Total
Spain,'11,Females,53.4,EU-28
Spain,'11,Females,54.4,Extra-EU-28
Spain,'11,Females,54,Foreign country
Spain,'11,Females,56.4,Reporting country
Spain,'11,Females,56.1,Total
Spain,'11,Males,63.5,EU-28
Spain,'11,Males,58.7,Extra-EU-28
Spain,'11,Males,60.2,Foreign country
Spain,'11,Males,68.9,Reporting country
Spain,'11,Males,67.7,Total
Spain,'11,Total,58.1,EU-28
Spain,'11,Total,56.5,Extra-EU-28
Spain,'11,Total,57,Foreign country
Spain,'11,Total,62.7,Reporting country
Spain,'11,Total,62,Total
Spain,'12,Females,53.6,EU-28
Spain,'12,Females,50.4,Extra-EU-28
Spain,'12,Females,51.4,Foreign country
Spain,'12,Females,55.1,Reporting country
Spain,'12,Females,54.6,Total
Spain,'12,Males,61.8,EU-28
Spain,'12,Males,54.4,Extra-EU-28
Spain,'12,Males,56.8,Foreign country
Spain,'12,Males,65.7,Reporting country
Spain,'12,Males,64.6,Total
Spain,'12,Total,57.4,EU-28
Spain,'12,Total,52.3,Extra-EU-28
Spain,'12,Total,54,Foreign country
Spain,'12,Total,60.5,Reporting country
Spain,'12,Total,59.6,Total
Spain,'13,Females,55,EU-28
Spain,'13,Females,47.3,Extra-EU-28
Spain,'13,Females,49.9,Foreign country
Spain,'13,Females,54.4,Reporting country
Spain,'13,Females,53.8,Total
Spain,'13,Males,61.7,EU-28
Spain,'13,Males,53,Extra-EU-28
Spain,'13,Males,56,Foreign country
Spain,'13,Males,64.4,Reporting country
Spain,'13,Males,63.4,Total
Spain,'13,Total,58.3,EU-28
Spain,'13,Total,50,Extra-EU-28
Spain,'13,Total,52.8,Foreign country
Spain,'13,Total,59.5,Reporting country
Spain,'13,Total,58.6,Total
Spain,'14,Females,54.2,EU-28
Spain,'14,Females,48.1,Extra-EU-28
Spain,'14,Females,50.3,Foreign country
Spain,'14,Females,55.4,Reporting country
Spain,'14,Females,54.8,Total
Spain,'14,Males,63.2,EU-28
Spain,'14,Males,55.8,Extra-EU-28
Spain,'14,Males,58.6,Foreign country
Spain,'14,Males,65.8,Reporting country
Spain,'14,Males,65,Total
Spain,'14,Total,58.6,EU-28
Spain,'14,Total,51.8,Extra-EU-28
Spain,'14,Total,54.3,Foreign country
Spain,'14,Total,60.6,Reporting country
Spain,'14,Total,59.9,Total
Spain,'15,Females,56.6,EU-28
Spain,'15,Females,49.9,Extra-EU-28
