Host Country,Year,Sex,Employment %,COC
Italy,'16,Females,51.6,Total
Italy,'16,Males,75.6,EU-28
Italy,'16,Males,75.9,Extra-EU-28
Italy,'16,Males,75.8,Foreign country
Italy,'16,Males,71.2,Reporting country
Italy,'16,Males,71.7,Total
Italy,'16,Total,66.5,EU-28
Italy,'16,Total,61.5,Extra-EU-28
Italy,'16,Total,63.1,Foreign country
Italy,'16,Total,61.4,Reporting country
Italy,'16,Total,61.6,Total
Ireland,'06,Females,66.5,EU-28
Ireland,'06,Females,53.5,Extra-EU-28
Ireland,'06,Females,62.5,Foreign country
Ireland,'06,Females,63.4,Reporting country
Ireland,'06,Females,63.3,Total
Ireland,'06,Males,88.4,EU-28
Ireland,'06,Males,75.5,Extra-EU-28
Ireland,'06,Males,85,Foreign country
Ireland,'06,Males,83.1,Reporting country
Ireland,'06,Males,83.4,Total
Ireland,'06,Total,78.8,EU-28
Ireland,'06,Total,64.6,Extra-EU-28
Ireland,'06,Total,74.8,Foreign country
Ireland,'06,Total,73.2,Reporting country
Ireland,'06,Total,73.4,Total
Ireland,'07,Females,70.2,EU-28
Ireland,'07,Females,57.3,Extra-EU-28
Ireland,'07,Females,66.5,Foreign country
Ireland,'07,Females,64.2,Reporting country
Ireland,'07,Females,64.5,Total
Ireland,'07,Males,88,EU-28
Ireland,'07,Males,76,Extra-EU-28
Ireland,'07,Males,84.9,Foreign country
Ireland,'07,Males,82.6,Reporting country
Ireland,'07,Males,82.9,Total
Ireland,'07,Total,79.8,EU-28
Ireland,'07,Total,66.8,Extra-EU-28
Ireland,'07,Total,76.3,Foreign country
Ireland,'07,Total,73.4,Reporting country
Ireland,'07,Total,73.8,Total
Ireland,'08,Females,67.2,EU-28
Ireland,'08,Females,56.8,Extra-EU-28
Ireland,'08,Females,64.4,Foreign country
Ireland,'08,Females,64.1,Reporting country
Ireland,'08,Females,64.2,Total
Ireland,'08,Males,83.2,EU-28
Ireland,'08,Males,76.1,Extra-EU-28
Ireland,'08,Males,81.4,Foreign country
Ireland,'08,Males,80,Reporting country
Ireland,'08,Males,80.2,Total
Ireland,'08,Total,75.6,EU-28
Ireland,'08,Total,66.5,Extra-EU-28
Ireland,'08,Total,73.2,Foreign country
Ireland,'08,Total,72.1,Reporting country
Ireland,'08,Total,72.2,Total
Ireland,'09,Females,62.4,EU-28
Ireland,'09,Females,51.6,Extra-EU-28
Ireland,'09,Females,59.5,Foreign country
Ireland,'09,Females,62.2,Reporting country
Ireland,'09,Females,61.8,Total
Ireland,'09,Males,73.3,EU-28
Ireland,'09,Males,67.6,Extra-EU-28
Ireland,'09,Males,71.8,Foreign country
Ireland,'09,Males,72.2,Reporting country
Ireland,'09,Males,72.1,Total
Ireland,'09,Total,68,EU-28
Ireland,'09,Total,59.7,Extra-EU-28
Ireland,'09,Total,65.7,Foreign country
Ireland,'09,Total,67.2,Reporting country
Ireland,'09,Total,66.9,Total
Ireland,'10,Females,60.1,EU-28
Ireland,'10,Females,49.5,Extra-EU-28
Ireland,'10,Females,57.1,Foreign country
Ireland,'10,Females,60.8,Reporting country
Ireland,'10,Females,60.2,Total
Ireland,'10,Males,71.4,EU-28
Ireland,'10,Males,63.3,Extra-EU-28
Ireland,'10,Males,69.1,Foreign country
Ireland,'10,Males,69.1,Reporting country
Ireland,'10,Males,69.1,Total
Ireland,'10,Total,65.7,EU-28
Ireland,'10,Total,56.4,Extra-EU-28
Ireland,'10,Total,63.1,Foreign country
Ireland,'10,Total,64.9,Reporting country
Ireland,'10,Total,64.6,Total
Ireland,'11,Females,60.3,EU-28
Ireland,'11,Females,49.7,Extra-EU-28
Ireland,'11,Females,57.2,Foreign country
Ireland,'11,Females,59.8,Reporting country
Ireland,'11,Females,59.4,Total
Ireland,'11,Males,71.3,EU-28
Ireland,'11,Males,66.2,Extra-EU-28
Ireland,'11,Males,69.8,Foreign country
Ireland,'11,Males,67.9,Reporting country
Ireland,'11,Males,68.2,Total
Ireland,'11,Total,65.8,EU-28
Ireland,'11,Total,57.8,Extra-EU-28
Ireland,'11,Total,63.5,Foreign country
Ireland,'11,Total,63.8,Reporting country
Ireland,'11,Total,63.8,Total
Ireland,'12,Females,61,EU-28
Ireland,'12,Females,47.4,Extra-EU-28
Ireland,'12,Females,57,Foreign country
Ireland,'12,Females,59.8,Reporting country
Ireland,'12,Females,59.4,Total
Ireland,'12,Males,71.5,EU-28
Ireland,'12,Males,63.1,Extra-EU-28
Ireland,'12,Males,69.1,Foreign country
Ireland,'12,Males,68,Reporting country
Ireland,'12,Males,68.1,Total
Ireland,'12,Total,66.1,EU-28
Ireland,'12,Total,54.9,Extra-EU-28
Ireland,'12,Total,62.8,Foreign country
Ireland,'12,Total,63.9,Reporting country
Ireland,'12,Total,63.7,Total
Ireland,'13,Females,62,EU-28
Ireland,'13,Females,46.4,Extra-EU-28
Ireland,'13,Females,56.9,Foreign country
Ireland,'13,Females,60.9,Reporting country
Ireland,'13,Females,60.3,Total
Ireland,'13,Males,75,EU-28
Ireland,'13,Males,63.6,Extra-EU-28
Ireland,'13,Males,71.6,Foreign country
Ireland,'13,Males,70.8,Reporting country
Ireland,'13,Males,70.9,Total
Ireland,'13,Total,68.5,EU-28
Ireland,'13,Total,54.5,Extra-EU-28
Ireland,'13,Total,64.2,Foreign country
Ireland,'13,Total,65.8,Reporting country
Ireland,'13,Total,65.5,Total
Ireland,'14,Females,61.6,EU-28
Ireland,'14,Females,47,Extra-EU-28
Ireland,'14,Females,56.5,Foreign country
Ireland,'14,Females,62.1,Reporting country
Ireland,'14,Females,61.2,Total
Ireland,'14,Males,76.8,EU-28
Ireland,'14,Males,63.6,Extra-EU-28
Ireland,'14,Males,72.6,Foreign country
Ireland,'14,Males,73.1,Reporting country
Ireland,'14,Males,73,Total
Ireland,'14,Total,69.2,EU-28
Ireland,'14,Total,54.7,Extra-EU-28
Ireland,'14,Total,64.4,Foreign country
Ireland,'14,Total,67.5,Reporting country
Ireland,'14,Total,67,Total
Ireland,'15,Females,61.9,EU-28
Ireland,'15,Females,47.8,Extra-EU-28
Ireland,'15,Females,56.7,Foreign country
Ireland,'15,Females,63.8,Reporting country
Ireland,'15,Females,62.6,Total
Ireland,'15,Males,78.7,EU-28
Ireland,'15,Males,64,Extra-EU-28
Ireland,'15,Males,73.8,Foreign country
Ireland,'15,Males,75.3,Reporting country
Ireland,'15,Males,75.1,Total
Ireland,'15,Total,70.3,EU-28
Ireland,'15,Total,55.3,Extra-EU-28
Ireland,'15,Total,65,Foreign country
Ireland,'15,Total,69.5,Reporting country
Ireland,'15,Total,68.7,Total
Ireland,'16,Females,64.5,EU-28
Ireland,'16,Females,49.8,Extra-EU-28
Ireland,'16,Females,58.9,Foreign country
Ireland,'16,Females,65.2,Reporting country
Ireland,'16,Females,64.2,Total
Ireland,'16,Males,81.6,EU-28
Ireland,'16,Males,69.7,Extra-EU-28
Ireland,'16,Males,77.5,Foreign country
Ireland,'16,Males,76.4,Reporting country
Ireland,'16,Males,76.5,Total
Ireland,'16,Total,73.1,EU-28
Ireland,'16,Total,59.1,Extra-EU-28
Ireland,'16,Total,68,Foreign country
Ireland,'16,Total,70.7,Reporting country
Ireland,'16,Total,70.3,Total
Iceland,'06,Females,80,EU-28
Iceland,'06,Females,81.9,Extra-EU-28
Iceland,'06,Females,80.8,Foreign country
Iceland,'06,Females,81.8,Reporting country
Iceland,'06,Females,81.8,Total
Iceland,'06,Males,97.6,EU-28
Iceland,'06,Males,91.1,Extra-EU-28
Iceland,'06,Males,95,Foreign country
Iceland,'06,Males,90.4,Reporting country
Iceland,'06,Males,90.6,Total
Iceland,'06,Total,89.4,EU-28
Iceland,'06,Total,86.6,Extra-EU-28
Iceland,'06,Total,88.3,Foreign country
Iceland,'06,Total,86.3,Reporting country
Iceland,'06,Total,86.3,Total
Iceland,'07,Females,71,EU-28
Iceland,'07,Females,87.6,Extra-EU-28
Iceland,'07,Females,77.9,Foreign country
Iceland,'07,Females,81.6,Reporting country
Iceland,'07,Females,81.4,Total
Iceland,'07,Males,97.3,EU-28
Iceland,'07,Males,90.4,Extra-EU-28
Iceland,'07,Males,94.9,Foreign country
Iceland,'07,Males,91.4,Reporting country
Iceland,'07,Males,91.5,Total
Iceland,'07,Total,85.9,EU-28
Iceland,'07,Total,89,Extra-EU-28
Iceland,'07,Total,87.1,Foreign country
Iceland,'07,Total,86.7,Reporting country
Iceland,'07,Total,86.7,Total
Iceland,'08,Females,77.5,EU-28
Iceland,'08,Females,67.3,Extra-EU-28
Iceland,'08,Females,73.8,Foreign country
Iceland,'08,Females,80.7,Reporting country
Iceland,'08,Females,80.4,Total
Iceland,'08,Males,91.4,EU-28
Iceland,'08,Males,89.6,Extra-EU-28
Iceland,'08,Males,91.1,Foreign country
Iceland,'08,Males,89.8,Reporting country
Iceland,'08,Males,89.9,Total
Iceland,'08,Total,85.7,EU-28
Iceland,'08,Total,75.6,Extra-EU-28
Iceland,'08,Total,83,Foreign country
Iceland,'08,Total,85.5,Reporting country
Iceland,'08,Total,85.3,Total
Iceland,'09,Females,80.3,EU-28
Iceland,'09,Females,72.9,Extra-EU-28
Iceland,'09,Females,78.1,Foreign country
Iceland,'09,Females,77.8,Reporting country
Iceland,'09,Females,77.8,Total
Iceland,'09,Males,77.1,EU-28
Iceland,'09,Males,77.4,Foreign country
Iceland,'09,Males,83.5,Reporting country
Iceland,'09,Males,83.2,Total
Iceland,'09,Total,78.4,EU-28
Iceland,'09,Total,75.4,Extra-EU-28
Iceland,'09,Total,77.8,Foreign country
Iceland,'09,Total,80.7,Reporting country
Iceland,'09,Total,80.6,Total
Iceland,'10,Females,82.5,EU-28
Iceland,'10,Females,60.6,Extra-EU-28
Iceland,'10,Females,77.1,Foreign country
Iceland,'10,Females,77.7,Reporting country
Iceland,'10,Females,77.6,Total
Iceland,'10,Males,71.6,EU-28
Iceland,'10,Males,70.6,Foreign country
Iceland,'10,Males,83.6,Reporting country
Iceland,'10,Males,83.1,Total
Iceland,'10,Total,76.4,EU-28
Iceland,'10,Total,62.1,Extra-EU-28
Iceland,'10,Total,73.7,Foreign country
Iceland,'10,Total,80.7,Reporting country
Iceland,'10,Total,80.4,Total
Iceland,'11,Females,81.2,EU-28
Iceland,'11,Females,68.9,Extra-EU-28
Iceland,'11,Females,78.2,Foreign country
Iceland,'11,Females,77.9,Reporting country
Iceland,'11,Females,77.9,Total
Iceland,'11,Males,81.1,EU-28
Iceland,'11,Males,72.6,Extra-EU-28
Iceland,'11,Males,79.3,Foreign country
Iceland,'11,Males,83.5,Reporting country
Iceland,'11,Males,83.3,Total
Iceland,'11,Total,81.1,EU-28
Iceland,'11,Total,70.5,Extra-EU-28
Iceland,'11,Total,78.7,Foreign country
Iceland,'11,Total,80.7,Reporting country
Iceland,'11,Total,80.6,Total
Iceland,'12,Females,79.6,EU-28
Iceland,'12,Females,66.9,Extra-EU-28
Iceland,'12,Females,77,Foreign country
Iceland,'12,Females,79.2,Reporting country
Iceland,'12,Females,79.1,Total
Iceland,'12,Males,84.3,EU-28
Iceland,'12,Males,89,Extra-EU-28
Iceland,'12,Males,85.3,Foreign country
Iceland,'12,Males,84.4,Reporting country
Iceland,'12,Males,84.4,Total
Iceland,'12,Total,82,EU-28
Iceland,'12,Total,78.6,Extra-EU-28
Iceland,'12,Total,81.3,Foreign country
Iceland,'12,Total,81.8,Reporting country
Iceland,'12,Total,81.8,Total
Iceland,'13,Females,81,EU-28
Iceland,'13,Females,67.7,Extra-EU-28
Iceland,'13,Females,78.3,Foreign country
Iceland,'13,Females,79.6,Reporting country
Iceland,'13,Females,79.5,Total
Iceland,'13,Males,86.1,EU-28
Iceland,'13,Males,93.4,Extra-EU-28
Iceland,'13,Males,87.7,Foreign country
Iceland,'13,Males,85.9,Reporting country
Iceland,'13,Males,86,Total
Iceland,'13,Total,83.5,EU-28
Iceland,'13,Total,80.8,Extra-EU-28
Iceland,'13,Total,82.9,Foreign country
Iceland,'13,Total,82.8,Reporting country
Iceland,'13,Total,82.8,Total
Iceland,'14,Females,84.1,EU-28
Iceland,'14,Females,78.2,Extra-EU-28
Iceland,'14,Females,83.2,Foreign country
Iceland,'14,Females,81.7,Reporting country
Iceland,'14,Females,81.7,Total
Iceland,'14,Males,89.5,EU-28
Iceland,'14,Males,87,Extra-EU-28
Iceland,'14,Males,88.9,Foreign country
Iceland,'14,Males,87.9,Reporting country
Iceland,'14,Males,88,Total
Iceland,'14,Total,86.7,EU-28
Iceland,'14,Total,83.4,Extra-EU-28
Iceland,'14,Total,86,Foreign country
Iceland,'14,Total,84.8,Reporting country
Iceland,'14,Total,84.9,Total
Iceland,'15,Females,83,EU-28
Iceland,'15,Females,59.8,Extra-EU-28
Iceland,'15,Females,78.5,Foreign country
Iceland,'15,Females,83.5,Reporting country
Iceland,'15,Females,83.3,Total
Iceland,'15,Males,87.7,EU-28
Iceland,'15,Males,87.5,Extra-EU-28
Iceland,'15,Males,87.7,Foreign country
Iceland,'15,Males,89.8,Reporting country
Iceland,'15,Males,89.6,Total
Iceland,'15,Total,85.5,EU-28
Iceland,'15,Total,75.4,Extra-EU-28
Iceland,'15,Total,83.5,Foreign country
Iceland,'15,Total,86.7,Reporting country
Iceland,'15,Total,86.5,Total
Iceland,'16,Females,86.9,EU-28
Iceland,'16,Females,64.6,Extra-EU-28
Iceland,'16,Females,82.5,Foreign country
Iceland,'16,Females,84.5,Reporting country
Iceland,'16,Females,84.4,Total
Iceland,'16,Males,91.6,EU-28
Iceland,'16,Males,97.3,Extra-EU-28
Iceland,'16,Males,92.4,Foreign country
Iceland,'16,Males,91,Reporting country
Iceland,'16,Males,91.1,Total
Iceland,'16,Total,89.5,EU-28
Iceland,'16,Total,80.1,Extra-EU-28
Iceland,'16,Total,87.9,Foreign country
Iceland,'16,Total,87.8,Reporting country
Iceland,'16,Total,87.8,Total
Hungary,'06,Females,51,EU-28
Hungary,'06,Females,49.1,Foreign country
Hungary,'06,Females,55.7,Reporting country
Hungary,'06,Females,55.6,Total
Hungary,'06,Males,77.3,EU-28
Hungary,'06,Males,86.4,Extra-EU-28
Hungary,'06,Males,80,Foreign country
Hungary,'06,Males,70,Reporting country
Hungary,'06,Males,70.1,Total
Hungary,'06,Total,64.1,EU-28
Hungary,'06,Total,67,Extra-EU-28
Hungary,'06,Total,64.9,Foreign country
Hungary,'06,Total,62.6,Reporting country
Hungary,'06,Total,62.6,Total
Hungary,'07,Females,50.8,EU-28
Hungary,'07,Females,62.2,Extra-EU-28
Hungary,'07,Females,54.3,Foreign country
Hungary,'07,Females,55.2,Reporting country
Hungary,'07,Females,55.2,Total
Hungary,'07,Males,81.1,EU-28
Hungary,'07,Males,81.1,Extra-EU-28
Hungary,'07,Males,81.1,Foreign country
Hungary,'07,Males,69.7,Reporting country
Hungary,'07,Males,69.8,Total
Hungary,'07,Total,65,EU-28
Hungary,'07,Total,71.1,Extra-EU-28
Hungary,'07,Total,66.9,Foreign country
Hungary,'07,Total,62.3,Reporting country
Hungary,'07,Total,62.3,Total
Hungary,'08,Females,50.2,EU-28
Hungary,'08,Females,67.7,Extra-EU-28
Hungary,'08,Females,55.1,Foreign country
Hungary,'08,Females,54.8,Reporting country
Hungary,'08,Females,54.8,Total
Hungary,'08,Males,81,EU-28
Hungary,'08,Males,84.5,Extra-EU-28
Hungary,'08,Males,81.8,Foreign country
Hungary,'08,Males,68.6,Reporting country
Hungary,'08,Males,68.7,Total
Hungary,'08,Total,66,EU-28
Hungary,'08,Total,75.4,Extra-EU-28
Hungary,'08,Total,68.4,Foreign country
Hungary,'08,Total,61.5,Reporting country
Hungary,'08,Total,61.5,Total
Hungary,'09,Females,56.5,EU-28
Hungary,'09,Females,54.8,Extra-EU-28
Hungary,'09,Females,56,Foreign country
Hungary,'09,Females,54,Reporting country
Hungary,'09,Females,54,Total
Hungary,'09,Males,78,EU-28
Hungary,'09,Males,79.6,Extra-EU-28
Hungary,'09,Males,78.3,Foreign country
Hungary,'09,Males,66.4,Reporting country
Hungary,'09,Males,66.5,Total
Hungary,'09,Total,67.4,EU-28
Hungary,'09,Total,64.7,Extra-EU-28
Hungary,'09,Total,66.7,Foreign country
Hungary,'09,Total,60,Reporting country
Hungary,'09,Total,60.1,Total
Hungary,'10,Females,65.2,EU-28
Hungary,'10,Females,41.5,Extra-EU-28
Hungary,'10,Females,58.7,Foreign country
Hungary,'10,Females,54.5,Reporting country
Hungary,'10,Females,54.6,Total
Hungary,'10,Males,75.1,EU-28
Hungary,'10,Males,59.8,Extra-EU-28
Hungary,'10,Males,69.5,Foreign country
Hungary,'10,Males,65.5,Reporting country
Hungary,'10,Males,65.5,Total
Hungary,'10,Total,69.5,EU-28
Hungary,'10,Total,51.4,Extra-EU-28
Hungary,'10,Total,63.7,Foreign country
Hungary,'10,Total,59.9,Reporting country
Hungary,'10,Total,59.9,Total
Hungary,'11,Females,53.4,EU-28
Hungary,'11,Females,41.8,Extra-EU-28
Hungary,'11,Females,50,Foreign country
Hungary,'11,Females,54.7,Reporting country
Hungary,'11,Females,54.7,Total
Hungary,'11,Males,78.6,EU-28
Hungary,'11,Males,61.7,Extra-EU-28
Hungary,'11,Males,72.1,Foreign country
Hungary,'11,Males,66.4,Reporting country
Hungary,'11,Males,66.4,Total
Hungary,'11,Total,64.4,EU-28
Hungary,'11,Total,52.3,Extra-EU-28
Hungary,'11,Total,60.3,Foreign country
Hungary,'11,Total,60.4,Reporting country
Hungary,'11,Total,60.4,Total
Hungary,'12,Females,51.9,EU-28
Hungary,'12,Females,49.4,Extra-EU-28
Hungary,'12,Females,51.1,Foreign country
Hungary,'12,Females,56.3,Reporting country
Hungary,'12,Females,56.2,Total
Hungary,'12,Males,82.1,EU-28
Hungary,'12,Males,71,Extra-EU-28
Hungary,'12,Males,77.2,Foreign country
Hungary,'12,Males,67.2,Reporting country
Hungary,'12,Males,67.3,Total
Hungary,'12,Total,65.5,EU-28
Hungary,'12,Total,61.4,Extra-EU-28
Hungary,'12,Total,63.9,Foreign country
Hungary,'12,Total,61.6,Reporting country
Hungary,'12,Total,61.6,Total
Hungary,'13,Females,48.8,EU-28
Hungary,'13,Females,47.7,Foreign country
Hungary,'13,Females,57,Reporting country
Hungary,'13,Females,56.9,Total
Hungary,'13,Males,84.9,EU-28
Hungary,'13,Males,77.9,Extra-EU-28
Hungary,'13,Males,82.6,Foreign country
Hungary,'13,Males,69.2,Reporting country
Hungary,'13,Males,69.3,Total
Hungary,'13,Total,66.3,EU-28
Hungary,'13,Total,64.2,Extra-EU-28
Hungary,'13,Total,65.7,Foreign country
Hungary,'13,Total,63,Reporting country
Hungary,'13,Total,63,Total
Hungary,'14,Females,59.5,EU-28
Hungary,'14,Females,54.6,Extra-EU-28
Hungary,'14,Females,58,Foreign country
Hungary,'14,Females,60.2,Reporting country
Hungary,'14,Females,60.2,Total
Hungary,'14,Males,87,EU-28
Hungary,'14,Males,92.5,Extra-EU-28
Hungary,'14,Males,88.5,Foreign country
Hungary,'14,Males,73.4,Reporting country
Hungary,'14,Males,73.5,Total
Hungary,'14,Total,74.2,EU-28
Hungary,'14,Total,72.6,Extra-EU-28
Hungary,'14,Total,73.8,Foreign country
Hungary,'14,Total,66.7,Reporting country
Hungary,'14,Total,66.7,Total
Hungary,'15,Females,58.5,EU-28
Hungary,'15,Females,62.8,Extra-EU-28
Hungary,'15,Females,59.8,Foreign country
Hungary,'15,Females,62.2,Reporting country
Hungary,'15,Females,62.1,Total
Hungary,'15,Males,80.7,EU-28
Hungary,'15,Males,78.1,Extra-EU-28
Hungary,'15,Males,79.9,Foreign country
Hungary,'15,Males,75.8,Reporting country
Hungary,'15,Males,75.8,Total
Hungary,'15,Total,70.9,EU-28
Hungary,'15,Total,71.4,Extra-EU-28
Hungary,'15,Total,71.1,Foreign country
Hungary,'15,Total,68.9,Reporting country
Hungary,'15,Total,68.9,Total
Hungary,'16,Females,60.4,EU-28
Hungary,'16,Females,51.4,Extra-EU-28
Hungary,'16,Females,56.7,Foreign country
Hungary,'16,Females,64.7,Reporting country
Hungary,'16,Females,64.6,Total
Hungary,'16,Males,77.6,EU-28
Hungary,'16,Males,75.8,Extra-EU-28
Hungary,'16,Males,76.8,Foreign country
Hungary,'16,Males,78.6,Reporting country
Hungary,'16,Males,78.6,Total
Hungary,'16,Total,69.9,EU-28
Hungary,'16,Total,66,Extra-EU-28
Hungary,'16,Total,68.2,Foreign country
Hungary,'16,Total,71.5,Reporting country
Hungary,'16,Total,71.5,Total
Greece,'06,Females,57.2,EU-28
Greece,'06,Females,53.4,Extra-EU-28
Greece,'06,Females,54.4,Foreign country
Greece,'06,Females,51.1,Reporting country
Greece,'06,Females,51.3,Total
Greece,'06,Males,82.9,EU-28
Greece,'06,Males,92.6,Extra-EU-28
Greece,'06,Males,91.1,Foreign country
Greece,'06,Males,79.2,Reporting country
Greece,'06,Males,79.9,Total
Greece,'06,Total,66.7,EU-28
Greece,'06,Total,74.3,Extra-EU-28
Greece,'06,Total,72.7,Foreign country
Greece,'06,Total,65.1,Reporting country
Greece,'06,Total,65.6,Total
Greece,'07,Females,54.5,EU-28
Greece,'07,Females,51.3,Extra-EU-28
Greece,'07,Females,52.1,Foreign country
Greece,'07,Females,51.6,Reporting country
Greece,'07,Females,51.7,Total
Greece,'07,Males,80.7,EU-28
Greece,'07,Males,92.8,Extra-EU-28
Greece,'07,Males,91,Foreign country
Greece,'07,Males,79.3,Reporting country
Greece,'07,Males,80.1,Total
Greece,'07,Total,64.6,EU-28
Greece,'07,Total,73.8,Extra-EU-28
Greece,'07,Total,71.9,Foreign country
Greece,'07,Total,65.4,Reporting country
Greece,'07,Total,65.8,Total
Greece,'08,Females,53.7,EU-28
Greece,'08,Females,50.9,Extra-EU-28
Greece,'08,Females,51.6,Foreign country
Greece,'08,Females,52.7,Reporting country
Greece,'08,Females,52.6,Total
Greece,'08,Males,80.1,EU-28
Greece,'08,Males,93.7,Extra-EU-28
Greece,'08,Males,91.6,Foreign country
Greece,'08,Males,79.1,Reporting country
Greece,'08,Males,80.1,Total
Greece,'08,Total,64.1,EU-28
Greece,'08,Total,74.5,Extra-EU-28
Greece,'08,Total,72.4,Foreign country
Greece,'08,Total,65.8,Reporting country
Greece,'08,Total,66.3,Total
Greece,'09,Females,57.5,EU-28
Greece,'09,Females,52.9,Extra-EU-28
Greece,'09,Females,54,Foreign country
Greece,'09,Females,52.8,Reporting country
Greece,'09,Females,52.9,Total
Greece,'09,Males,78.5,EU-28
Greece,'09,Males,88,Extra-EU-28
Greece,'09,Males,86.6,Foreign country
Greece,'09,Males,77.7,Reporting country
Greece,'09,Males,78.5,Total
Greece,'09,Total,65.6,EU-28
Greece,'09,Total,72.2,Extra-EU-28
Greece,'09,Total,70.9,Foreign country
Greece,'09,Total,65.1,Reporting country
Greece,'09,Total,65.6,Total
Greece,'10,Females,59.4,EU-28
Greece,'10,Females,52.5,Extra-EU-28
Greece,'10,Females,54.2,Foreign country
Greece,'10,Females,51.6,Reporting country
Greece,'10,Females,51.8,Total
Greece,'10,Males,81.1,EU-28
Greece,'10,Males,82.5,Extra-EU-28
Greece,'10,Males,82.3,Foreign country
Greece,'10,Males,75.3,Reporting country
Greece,'10,Males,76,Total
Greece,'10,Total,67.2,EU-28
Greece,'10,Total,68.8,Extra-EU-28
Greece,'10,Total,68.5,Foreign country
Greece,'10,Total,63.3,Reporting country
Greece,'10,Total,63.8,Total
Greece,'11,Females,58.5,EU-28
Greece,'11,Females,47.7,Extra-EU-28
Greece,'11,Females,50.3,Foreign country
Greece,'11,Females,48.5,Reporting country
Greece,'11,Females,48.7,Total
Greece,'11,Males,75.5,EU-28
Greece,'11,Males,75.6,Extra-EU-28
Greece,'11,Males,75.5,Foreign country
Greece,'11,Males,70.3,Reporting country
Greece,'11,Males,70.8,Total
Greece,'11,Total,64.8,EU-28
Greece,'11,Total,62.5,Extra-EU-28
Greece,'11,Total,63,Foreign country
Greece,'11,Total,59.3,Reporting country
Greece,'11,Total,59.6,Total
Greece,'12,Females,51,EU-28
Greece,'12,Females,41.7,Extra-EU-28
Greece,'12,Females,43.9,Foreign country
Greece,'12,Females,45.3,Reporting country
Greece,'12,Females,45.2,Total
Greece,'12,Males,63.3,EU-28
Greece,'12,Males,61,Extra-EU-28
Greece,'12,Males,61.4,Foreign country
Greece,'12,Males,65.3,Reporting country
Greece,'12,Males,65,Total
Greece,'12,Total,55.9,EU-28
Greece,'12,Total,51.9,Extra-EU-28
Greece,'12,Total,52.7,Foreign country
Greece,'12,Total,55.2,Reporting country
Greece,'12,Total,55,Total
Greece,'13,Females,47.2,EU-28
Greece,'13,Females,38.5,Extra-EU-28
Greece,'13,Females,40.5,Foreign country
Greece,'13,Females,43.5,Reporting country
Greece,'13,Females,43.3,Total
Greece,'13,Males,58.7,EU-28
Greece,'13,Males,59.4,Extra-EU-28
Greece,'13,Males,59.3,Foreign country
Greece,'13,Males,62.9,Reporting country
Greece,'13,Males,62.7,Total
Greece,'13,Total,52.1,EU-28
Greece,'13,Total,49.4,Extra-EU-28
Greece,'13,Total,49.9,Foreign country
Greece,'13,Total,53.1,Reporting country
Greece,'13,Total,52.9,Total
Greece,'14,Females,49,EU-28
Greece,'14,Females,43.5,Extra-EU-28
Greece,'14,Females,44.8,Foreign country
Greece,'14,Females,44.3,Reporting country
Greece,'14,Females,44.3,Total
Greece,'14,Males,61.9,EU-28
Greece,'14,Males,63.8,Extra-EU-28
Greece,'14,Males,63.5,Foreign country
Greece,'14,Males,62.5,Reporting country
Greece,'14,Males,62.6,Total
Greece,'14,Total,54.2,EU-28
Greece,'14,Total,54.1,Extra-EU-28
Greece,'14,Total,54.1,Foreign country
Greece,'14,Total,53.3,Reporting country
Greece,'14,Total,53.3,Total
Greece,'15,Females,50.8,EU-28
Greece,'15,Females,45.1,Extra-EU-28
Greece,'15,Females,46.4,Foreign country
Greece,'15,Females,46,Reporting country
Greece,'15,Females,46,Total
Greece,'15,Males,66.9,EU-28
Greece,'15,Males,64.8,Extra-EU-28
Greece,'15,Males,65.1,Foreign country
Greece,'15,Males,63.9,Reporting country
Greece,'15,Males,64,Total
Greece,'15,Total,56.8,EU-28
Greece,'15,Total,55.1,Extra-EU-28
Greece,'15,Total,55.4,Foreign country
Greece,'15,Total,54.9,Reporting country
Greece,'15,Total,54.9,Total
Greece,'16,Females,45.6,EU-28
Greece,'16,Females,42.7,Extra-EU-28
Greece,'16,Females,43.4,Foreign country
Greece,'16,Females,47,Reporting country
Greece,'16,Females,46.8,Total
Greece,'16,Males,68.2,EU-28
Greece,'16,Males,68.8,Extra-EU-28
Greece,'16,Males,68.7,Foreign country
Greece,'16,Males,65.6,Reporting country
Greece,'16,Males,65.8,Total
Greece,'16,Total,54.1,EU-28
Greece,'16,Total,56.3,Extra-EU-28
Greece,'16,Total,55.9,Foreign country
Greece,'16,Total,56.2,Reporting country
Greece,'16,Total,56.2,Total
Germany**,'06,Females,59.3,EU-28
Germany**,'06,Females,37.1,Extra-EU-28
Germany**,'06,Females,46.2,Foreign country
Germany**,'06,Females,67.2,Reporting country
Germany**,'06,Females,65,Total
Germany**,'06,Males,76.1,EU-28
Germany**,'06,Males,61.4,Extra-EU-28
Germany**,'06,Males,67.4,Foreign country
Germany**,'06,Males,78.3,Reporting country
Germany**,'06,Males,77.2,Total
Germany**,'06,Total,67.9,EU-28
Germany**,'06,Total,49.5,Extra-EU-28
Germany**,'06,Total,57,Foreign country
Germany**,'06,Total,72.8,Reporting country
Germany**,'06,Total,71.1,Total
Germany**,'07,Females,61.2,EU-28
Germany**,'07,Females,39.7,Extra-EU-28
Germany**,'07,Females,48.4,Foreign country
Germany**,'07,Females,68.9,Reporting country
Germany**,'07,Females,66.7,Total
